problem,mixer,N,p,mean_q,std_q,n_inst,reps,mean_se_binom_sq,se_inst,se_binom,se_total
MaxClique,X,4,10,4.000000000000001e-06,5.163977794943223e-06,10,100000.0,3.99996e-11,1.632993161855452e-06,6.3245236974810995e-06,6.531942028728261e-06
MaxClique,X,4,11,1.0000000000000002e-06,3.1622776601683796e-06,10,100000.0,9.9999e-12,1e-06,3.1622618487405498e-06,3.316609714753908e-06
MaxClique,X,4,12,1.0000000000000002e-06,3.1622776601683796e-06,10,100000.0,9.9999e-12,1e-06,3.1622618487405498e-06,3.316609714753908e-06
MaxClique,X,6,2,0.5029969999999999,0.012082886934282996,10,100000.0,2.4985962145e-06,0.003820944342262351,0.0015806948517977783,0.004134998413683694
MaxClique,X,6,3,0.17362699999999998,0.011855694412391019,10,100000.0,1.4335416313e-06,0.0037490997586087198,0.001197305989001976,0.0039356436108087785
MaxClique,X,6,4,0.04895899999999998,0.005946559135799104,10,100000.0,4.653019090999998e-07,0.001880467111000769,0.0006821304194213888,0.0020003645829337158
MaxClique,X,6,5,0.01200299999999996,0.0020188998654382547,10,100000.0,1.185525962999996e-07,0.000638432194259234,0.0003443146762773838,0.0007253607812438304
MaxClique,X,6,6,0.0026839999999999403,0.000670127682692707,10,100000.0,2.6763919799999406e-08,0.00021191298004395517,0.00016359682087375478,0.00026771445779245683
MaxClique,X,6,7,0.00058899999999998,0.0002237285061060455,10,100000.0,5.886080299999801e-09,7.074916568019925e-05,7.672079444322641e-05,0.00010436246808333006
MaxClique,X,6,8,0.00011799999999999001,5.473166867139029e-05,10,100000.0,1.1798337999999001e-09,1.7307673314327506e-05,3.434870885491768e-05,3.8462830831276375e-05
MaxClique,X,6,9,2.4e-05,1.7126976771553507e-05,10,100000.0,2.399916e-10,5.41602560309064e-06,1.549166227362319e-05,1.6411122244786718e-05
MaxClique,X,6,10,5e-06,7.0710678118654756e-06,10,100000.0,4.99993e-11,2.2360679774997895e-06,7.071018314217549e-06,7.416151292955126e-06
MaxClique,X,6,11,2.0000000000000003e-06,4.216370213557839e-06,10,100000.0,1.99998e-11,1.3333333333333332e-06,4.472113594263902e-06,4.666645238046039e-06
MaxClique,X,6,12,0.0,0.0,10,100000.0,0.0,0.0,0.0,1e-16
MaxClique,X,8,2,0.497879,0.020896234881485707,10,100000.0,2.4960251399e-06,0.006607969674735349,0.0015798813689324905,0.006794209914487629
MaxClique,X,8,3,0.17370999999999998,0.01685377834328088,10,100000.0,1.4327919104e-06,0.005329632674438676,0.001196992861465765,0.005462396576123373
MaxClique,X,8,4,0.05106499999999997,0.007876025859107684,10,100000.0,4.840153716999997e-07,0.0024906180625164694,0.0006957121327819428,0.0025859608862148884
MaxClique,X,8,5,0.01348999999999997,0.0028603457444472905,10,100000.0,1.3300656479999972e-07,0.0009045207448023358,0.00036470065094540167,0.0009752765467177871
MaxClique,X,8,6,0.0033939999999999604,0.0009007182319312415,10,100000.0,3.38175059999996e-08,0.00028483211429425256,0.0001838953669889473,0.00033903810896908587
MaxClique,X,8,7,0.0008019999999999401,0.0002328471124531819,10,100000.0,8.0130799999994e-09,7.363272219454115e-05,8.951580865969654e-05,0.00011590883390742
MaxClique,X,8,8,0.00017699999999993,7.05612421155204e-05,10,100000.0,1.7696418999993005e-09,2.2313423961564235e-05,4.206711185711827e-05,4.761859709071456e-05
MaxClique,X,8,9,4.2000000000000004e-05,1.932183566158592e-05,10,100000.0,4.1997899999999997e-10,6.110100926607787e-06,2.0493389177976394e-05,2.1384862247237725e-05
MaxClique,X,8,10,1.2e-05,9.189365834726815e-06,10,100000.0,1.199978e-10,2.9059326290271157e-06,1.095435073384087e-05,1.1333236274094194e-05
MaxClique,X,8,11,3.0000000000000005e-06,4.83045891539648e-06,10,100000.0,2.9999699999999995e-11,1.5275252316519468e-06,5.47719818885532e-06,5.686214323548957e-06
MaxClique,X,8,12,0.0,0.0,10,100000.0,0.0,0.0,0.0,1e-16
MaxCut,Grover,4,2,0.512651,0.03578117551326553,10,100000.0,2.4868768892999998e-06,0.011315001198016343,0.0015769834778145268,0.01142436558415439
MaxCut,Grover,4,3,0.209861,0.04343418736689133,10,100000.0,1.6412148490999999e-06,0.013735096039788808,0.001281099078564964,0.013794711960433324
MaxCut,Grover,4,4,0.07713499999999998,0.029368821430595795,10,100000.0,7.040891686999997e-07,0.009287236791544742,0.0008391002137408855,0.00932506602608916
MaxCut,Grover,4,5,0.026264999999999972,0.014367937492130766,10,100000.0,2.538935590999997e-07,0.004543540775406081,0.000503878516211993,0.0045713954474402765
MaxCut,Grover,4,6,0.00872899999999997,0.005974902044757271,10,100000.0,8.620675049999972e-08,0.0018894299257830286,0.0002936098610401219,0.0019121067425602735
MaxCut,Grover,4,7,0.00273399999999995,0.0021040447819484403,10,100000.0,2.7225409399999502e-08,0.0006653573809949401,0.00016500124060139519,0.0006855113812654355
MaxCut,Grover,4,8,0.0008179999999999901,0.0006884410730854969,10,100000.0,8.1690431999999e-09,0.00021770418257606133,9.038275941793269e-05,0.00023572050040484587
MaxCut,Grover,4,9,0.00023599999999998001,0.00020222100121728662,10,100000.0,2.3590749999998e-09,6.39478954566308e-05,4.85703098610643e-05,8.030198212579801e-05
MaxCut,Grover,4,10,5.199999999999e-05,5.370702416297601e-05,10,100000.0,5.199469999999e-10,1.6983652270470238e-05,2.2802346370492227e-05,2.8432225457113782e-05
MaxCut,Grover,4,11,1.1000000000000001e-05,1.3703203194062978e-05,10,100000.0,1.0999709999999998e-10,4.333333333333333e-06,1.0487950228714854e-05,1.1347901910828175e-05
MaxCut,Grover,4,12,5e-06,7.0710678118654756e-06,10,100000.0,4.99993e-11,2.2360679774997895e-06,7.071018314217549e-06,7.416151292955126e-06
MaxCut,Grover,6,2,0.54518,0.06360931972247114,10,100000.0,2.443172366e-06,0.020115033073687835,0.0015630650549481298,0.020175671684520332
MaxCut,Grover,6,3,0.271869,0.05830850108593848,10,100000.0,1.9489635367e-06,0.01843876703819669,0.001396052841657507,0.01849154113170638
MaxCut,Grover,6,4,0.12734799999999996,0.038111109433106555,10,100000.0,1.0982327589999999e-06,0.012051790996454525,0.0010479660104220937,0.012097268244575812
MaxCut,Grover,6,5,0.056725999999999964,0.021351488732898917,10,100000.0,5.309786345999997e-07,0.00675193358313831,0.0007286828079486984,0.006791140238996021
MaxCut,Grover,6,6,0.02402799999999996,0.011026709794353362,10,100000.0,2.3341225719999962e-07,0.0034869518047843497,0.00048312757859596424,0.0035202620848580057
MaxCut,Grover,6,7,0.009775999999999981,0.005308632801599881,10,100000.0,9.655066399999982e-08,0.0016787370914536379,0.00031072602723299477,0.0017072518520189748
MaxCut,Grover,6,8,0.0038509999999999803,0.002428289063883834,10,100000.0,3.830862869999981e-08,0.0007678924259151035,0.00019572590196496683,0.0007924439453221802
MaxCut,Grover,6,9,0.00151399999999998,0.00107766414063009,10,100000.0,1.5106625799999802e-08,0.0003407873237079088,0.00012290901431546752,0.0003622742411488827
MaxCut,Grover,6,10,0.00063399999999994,0.0004973753333471901,10,100000.0,6.3337539999993995e-09,0.000157283890536262,7.958488549969397e-05,0.00017627244884616046
MaxCut,Grover,6,11,0.00021699999999996998,0.00018202869126715532,10,100000.0,2.1692308999997004e-09,5.7562526390381217e-05,4.657500295222428e-05,7.40450899414879e-05
MaxCut,Grover,6,12,8.999999999999999e-05,8.219218670625303e-05,10,100000.0,8.998581999999999e-10,2.5991451586157238e-05,2.9997636573570255e-05,3.9691482153675685e-05
MaxCut,Grover,8,2,0.544323,0.06271221785089234,10,100000.0,2.4449593163e-06,0.01983134455294895,0.0015636365678443312,0.01989289285383295
MaxCut,Grover,8,3,0.281003,0.059549234168039485,10,100000.0,1.9884881383e-06,0.01883112128897268,0.0014101376309779128,0.018883845401249714
MaxCut,Grover,8,4,0.13948599999999997,0.04017878909739983,10,100000.0,1.1857675421999999e-06,0.012705648717532433,0.001088929539593816,0.012752226349760797
MaxCut,Grover,8,5,0.06710199999999997,0.024156083107803542,10,100000.0,6.207415687999996e-07,0.0076388241968977895,0.0007878715433368562,0.007679347412372432
MaxCut,Grover,8,6,0.031302999999999956,0.013123959471981844,10,100000.0,3.016810770999996e-07,0.004150160385120338,0.0005492550200954013,0.004186348325130411
MaxCut,Grover,8,7,0.01428999999999998,0.006823348803108966,10,100000.0,1.4043893619999982e-07,0.002157732348760813,0.00037475183281739907,0.00219003374976023
MaxCut,Grover,8,8,0.006447999999999949,0.0035278599115548103,10,100000.0,6.39522207999995e-08,0.0011156072586513371,0.0002528877632468592,0.0011439107379317458
