metric,problem,mixer,N,model,weighted_sse,params,perr,best,n_points_fit,include_zeros_in_fit
dec_prop,MaxClique,Grover,8,exp_quadratic,142.53688313513706,0.72776679017900492;0.080317874031716391,0.016491807450149883;0.0018531512222916826,False,11,False
dec_prop,MaxClique,Grover,8,exp_decay,665.7487496344651,0.99999999999999989;0.5433492420604995,0.037508268673526926;0.0067743256261050822,False,11,False
dec_prop,MaxClique,Grover,8,exp_over_power,665.7487498037624,0.99999999999999956;0.54334833523839832;6.6446463424936117e-15,0.072801760786481096;0.03198303458838124;0.15953580680017096,False,11,False
dec_prop,MaxClique,Grover,8,power_law,2141.0681554279645,0.99999999999999989;2.4190943226892956,0.08036264875781661;0.041936900797570016,False,11,False
dec_prop,MaxClique,X,4,stretched_exp,262.9525769433574,0.99999999999999989;0.16490965388092424;2.0716028271371179,0.029732534950862092;0.011850183704878592;0.045123876628841132,True,11,False
dec_prop,MaxClique,X,4,exp_quadratic,296.17649396144765,0.99999999999999989;0.1777366147123246,0.0075385129306591607;0.0012251839176478053,False,11,False
dec_prop,MaxClique,X,4,exp_decay,30262.083187634365,0.99999999999999989;0.84189644673071995,0.014099632075109565;0.0027003983542465936,False,11,False
dec_prop,MaxClique,X,4,exp_over_power,30262.08322418047,0.99999999999999956;0.84189857626344489;4.8730055297650372e-14,0.027106783656242549;0.014378760631840001;0.067617921726988509,False,11,False
dec_prop,MaxClique,X,4,power_law,53399.363715141655,0.99999999999999989;3.6706926337200296,0.038102685994149323;0.019556534728470132,False,11,False
dec_prop,MaxClique,X,6,stretched_exp,113.83622446253624,0.99999999999999989;0.18082683521543227;2.0012269835602186,0.049577512682665449;0.019479664467239855;0.063629630688509159,True,10,False
dec_prop,MaxClique,X,6,exp_quadratic,113.8403393797248,0.99999999999999967;0.18108043769338644,0.013311595560829913;0.0019558827381886434,False,10,False
dec_prop,MaxClique,X,6,exp_decay,8577.953224800527,0.99999999999999989;0.91424261821941655,0.031781002831767803;0.005720428758660902,False,10,False
dec_prop,MaxClique,X,6,exp_over_power,8577.953242244106,0.99999999999999989;0.91424797657573942;5.1393003038193191e-14,0.05762628434868549;0.030573846312618305;0.14092634970250525,False,10,False
dec_prop,MaxClique,X,6,power_law,14175.284548937103,0.99999999999999989;3.9242651281851586,0.089207125977364576;0.04479644423742192,False,10,False
dec_prop,MaxClique,X,8,stretched_exp,88.87499760086934,0.99999999999999989;0.20859442370441403;1.8753987252726265,0.066029800869176009;0.026063003206470758;0.069464825460133522,True,10,False
dec_prop,MaxClique,X,8,exp_quadratic,109.26017086149021,0.9697302297447068;0.17566790079837313,0.019197791000648175;0.0024644658867716443,False,10,False
dec_prop,MaxClique,X,8,exp_decay,3354.322411202591,0.99999999999999989;0.92595642813128687,0.051218086935983398;0.0087520861519429349,False,10,False
dec_prop,MaxClique,X,8,exp_over_power,3354.3224126447667,0.99999999999999989;0.92594551120989033;1.1867932118136803e-16,0.090730342892319252;0.043983657381456723;0.20378331995863108,False,10,False
dec_prop,MaxClique,X,8,power_law,5751.738819957132,0.99999999999999989;3.9912586819596831,0.15117922073169188;0.073680276454358859,False,10,False
dec_prop,MaxCut,Grover,4,stretched_exp,23.801726384539105,0.99999999999999989;0.22261188041815555;1.6990132039442001,0.10967502107658644;0.04682493980506347;0.10567001500229363,True,11,False
dec_prop,MaxCut,Grover,4,exp_quadratic,42.98099038932308,0.87505685289197288;0.14061244499863104,0.029718445915216864;0.0048163234841509276,False,11,False
dec_prop,MaxCut,Grover,4,exp_decay,1057.7808268923675,0.99999999999999989;0.85575077073536143,0.075831844848328764;0.011787177564995232,False,11,False
dec_prop,MaxCut,Grover,4,exp_over_power,1057.7808272663021,0.99999999999999811;0.8557623551990704;2.9801810245114304e-14,0.15942009048470851;0.076456949286939857;0.38980218717030612,False,11,False
dec_prop,MaxCut,Grover,4,power_law,1946.385507321666,0.99999999999999989;3.9919425937370954,0.25480178040123885;0.11945236611958032,False,11,False
dec_prop,MaxCut,Grover,6,stretched_exp,13.404760475206055,0.99999999999999989;0.25093321666289692;1.4868914660976973,0.11564207976996756;0.046301285898371999;0.080670459731286073,True,11,False
dec_prop,MaxCut,Grover,6,exp_quadratic,63.676306510277385,0.70495689136549089;0.092753839878018274,0.029306728436012289;0.0027111408794509894,False,11,False
dec_prop,MaxCut,Grover,6,exp_decay,360.35863033151907,0.99999999999999989;0.68958516786815127,0.085585876704425259;0.012284098401997496,False,11,False
dec_prop,MaxCut,Grover,6,exp_over_power,360.3586304464428,0.99999999999999989;0.68958402127160001;1.8791435395126835e-14,0.1663545572324818;0.060768572772741239;0.32072429902206784,False,11,False
dec_prop,MaxCut,Grover,6,power_law,909.9622093574538,0.99999999999999989;3.2271119036498921,0.25695666820308255;0.11760697740510363,False,11,False
dec_prop,MaxCut,Grover,8,stretched_exp,13.27681995025426,0.99999999999999989;0.26647356694967755;1.4105575973981912,0.1133608406695135;0.046838815049780269;0.074052070259324018,True,11,False
dec_prop,MaxCut,Grover,8,exp_quadratic,86.56033294428302,0.65161519472323348;0.080892238853868398,0.026101047247913893;0.002274707091630909,False,11,False
dec_prop,MaxCut,Grover,8,exp_over_power,292.8692529719516,0.99999999999999989;0.63068383203952028;1.6741660044458955e-15,0.14457673068495144;0.051885501618898752;0.27433355886581812,False,11,False
dec_prop,MaxCut,Grover,8,exp_decay,292.86925301209607,0.99999999999999989;0.63068571500577142,0.074481177349284444;0.010866341133736713,False,11,False
dec_prop,MaxCut,Grover,8,power_law,885.3239601074014,0.99999999999999989;2.9371424185400423,0.2060271908950132;0.095259082672568121,False,11,False
dec_prop,MaxCut,X,4,stretched_exp,68.31509467403626,0.99999999999999989;0.18442826547706478;1.9200281602562048,0.0604200163417987;0.026627520156078884;0.085288535536951676,True,10,False
dec_prop,MaxCut,X,4,exp_quadratic,77.75197742845066,0.97800808607919509;0.16834554644329258,0.012593135615947252;0.0029881731882999384,False,10,False
dec_prop,MaxCut,X,4,exp_decay,29957.984060764113,0.99999999999999989;0.75944581275558687,0.010682005182978049;0.0021961947924149339,False,10,False
dec_prop,MaxCut,X,4,exp_over_power,29957.98406816891,0.99999999999999989;0.75942453350737682;7.0721260632957499e-20,0.029563231870969896;0.018844445532709041;0.091849159225723828,False,10,False
dec_prop,MaxCut,X,4,power_law,57308.18772782213,0.99999999999999989;3.3375404439568102,0.025858049949443376;0.014239906310891701,False,10,False
dec_prop,MaxCut,X,6,stretched_exp,109.90099593856931,0.99999999999999989;0.21708207800561588;1.7864819451538294,0.050821189023633015;0.02086406266400171;0.051894492099517013,True,11,False
dec_prop,MaxCut,X,6,exp_quadratic,179.4099120642989,0.90086067126469238;0.15569027487044784,0.01354459261641431;0.0018030052988665635,False,11,False
dec_prop,MaxCut,X,6,exp_over_power,5015.010446335043,0.99999999999999989;0.84937668233453867;6.7592879771969147e-17,0.061860140827280495;0.027645803746656272;0.13333899247385358,False,11,False
dec_prop,MaxCut,X,6,exp_decay,5015.010451097177,0.99999999999999989;0.8493794841202188,0.033846806963080595;0.0058282870862628455,False,11,False
dec_prop,MaxCut,X,6,power_law,9683.192503043892,0.99999999999999989;3.840335832114615,0.10580379563785931;0.050849118898672163,False,11,False
dec_prop,MaxCut,X,8,stretched_exp,82.23652428548587,0.99999999999999989;0.24559551173354055;1.6693942993977098,0.060477689277552267;0.025438214386823074;0.053485664289582992,True,11,False
dec_prop,MaxCut,X,8,exp_quadratic,180.570704236236,0.82151214518524485;0.14222765913040938,0.015141063032260533;0.0019254226055238843,False,11,False
dec_prop,MaxCut,X,8,exp_over_power,2994.3585691440812,0.99999999999909028;0.81515108574371886;2.7514443554373141e-11,0.072498787930961983;0.029366307074381769;0.14618602015370682,False,11,False
dec_prop,MaxCut,X,8,exp_decay,2994.358569734225,0.99999999999999989;0.81515152512876365,0.038210882818861959;0.0063976809683186633,False,11,False
dec_prop,MaxCut,X,8,power_law,6458.107324941926,0.99999999999999989;3.7418661513655822,0.12477831502974064;0.059185706486641301,False,11,False
dec_prop,NumberPartitioning,Grover,4,stretched_exp,62.419584320022594,0.99999999999999989;0.25194847499277417;1.5739447807623734,0.053004601197190228;0.02057591265532285;0.038677590328342448,True,11,False
dec_prop,NumberPartitioning,Grover,4,exp_quadratic,275.30087896686854,0.70963451353511475;0.11131245145486193,0.012732739743361992;0.0010752364637950137,False,11,False
dec_prop,NumberPartitioning,Grover,4,exp_over_power,2469.7770770974726,0.99999999999999722;0.74979424219721502;3.8032312199659234e-14,0.071664900522413658;0.024438491303377795;0.12353729113584429,False,11,False
dec_prop,NumberPartitioning,Grover,4,exp_decay,2469.777077416536,0.99999999999999989;0.74979386270303106,0.038427904122686402;0.0059806852350901361,False,11,False
dec_prop,NumberPartitioning,Grover,4,power_law,6295.088665259213,0.99999999999999989;3.4239435197147143,0.12167069175586837;0.056108014684258994,False,11,False
dec_prop,NumberPartitioning,Grover,6,stretched_exp,57.03815700637989,0.99999999999999989;0.21269648657085963;1.5065237664006865,0.0436991651544828;0.018392722655601653;0.0391801209938792,True,11,False
dec_prop,NumberPartitioning,Grover,6,exp_quadratic,272.9218905739378,0.75511145349419273;0.083799108989687565,0.010953411574678445;0.0011539007573331211,False,11,False
dec_prop,NumberPartitioning,Grover,6,exp_over_power,2202.752728168064,0.99999999999999922;0.57147362095741927;9.2225734998107172e-15,0.050247329995358789;0.020698541196365293;0.10500193694909278,False,11,False
dec_prop,NumberPartitioning,Grover,6,exp_decay,2202.7527285700608,0.99999999999999989;0.57147430806108035,0.025568166804332784;0.0044145310601526209,False,11,False
dec_prop,NumberPartitioning,Grover,6,power_law,6258.510775071232,0.99999999999999989;2.5867845829510556,0.059792095137174928;0.030299811367863517,False,11,False
dec_prop,NumberPartitioning,Grover,8,stretched_exp,77.1206859665792,0.99999999999999989;0.18674543634808263;1.4690841347939405,0.030302769566587517;0.013449024962298392;0.032058814313901035,True,11,False
dec_prop,NumberPartitioning,Grover,8,exp_quadratic,437.05110990703923,0.77452408853271015;0.067863368306052607,0.0073432173905410908;0.00083604270900234235,False,11,False
dec_prop,NumberPartitioning,Grover,8,exp_over_power,3121.696657601823,0.99999999999997358;0.45523129764872022;1.4570439684618185e-14,0.029601220547473099;0.013572884646648468;0.067492662600125722,False,11,False
dec_prop,NumberPartitioning,Grover,8,exp_decay,3121.6966579898844,0.99999999999999989;0.45523148249258594,0.014800329721024396;0.0029480185751780052,False,11,False
dec_prop,NumberPartitioning,Grover,8,power_law,10171.73778562346,0.99999999999999989;1.9933804322129072,0.027730228611387887;0.015772630705218872,False,11,False
dec_prop,NumberPartitioning,X,4,stretched_exp,129.67699988618048,0.99999999999999989;0.22792846805839714;1.742333282360331,0.039171579403300849;0.016020288823233253;0.03799862421192457,True,11,False
dec_prop,NumberPartitioning,X,4,exp_quadratic,274.77551889157314,0.85843926475552568;0.14989841372314019,0.010279055398437554;0.0012517515357627637,False,11,False
dec_prop,NumberPartitioning,X,4,exp_over_power,7895.073800687937,0.99999999999999256;0.81135592178529958;1.0092652554322493e-12,0.045920659445186376;0.018161147546293926;0.08962870992507567,False,11,False
dec_prop,NumberPartitioning,X,4,exp_decay,7895.073802719549,0.99999999999999989;0.81136558367840794,0.023970651010698452;0.0042156513331390796,False,11,False
dec_prop,NumberPartitioning,X,4,power_law,17021.03321795416,0.99999999999999989;3.6906881107429617,0.07760335205401786;0.037219590004100883,False,11,False
dec_prop,NumberPartitioning,X,6,stretched_exp,87.92710677637008,0.99999999999999989;0.22252501611836192;1.7080464196551213,0.044233108094397885;0.016893316390140873;0.038612542850085599,True,11,False
dec_prop,NumberPartitioning,X,6,exp_quadratic,235.59433108406617,0.82388244847770553;0.13278064527270833,0.012221372444642456;0.001148159131728925,False,11,False
dec_prop,NumberPartitioning,X,6,exp_decay,4606.25097661517,0.99999999999999989;0.81252669926823007,0.034828427771846533;0.0055791632135793407,False,11,False
dec_prop,NumberPartitioning,X,6,exp_over_power,4606.250977934283,0.99999999999928157;0.81252789485316557;1.7399534327429017e-11,0.064568742872822327;0.023511343796224892;0.11725696997499827,False,11,False
dec_prop,NumberPartitioning,X,6,power_law,9730.492534462226,0.99999999999999989;3.7183335440348424,0.11686390003336242;0.054296968427416055,False,11,False
dec_prop,NumberPartitioning,X,8,stretched_exp,134.3020364788955,0.99999999999999989;0.20173655799469881;1.7268978094548193,0.034546466222306872;0.012940856871419054;0.03283737278131222,True,11,False
dec_prop,NumberPartitioning,X,8,exp_quadratic,327.890434462661,0.84877563853073679;0.12462870691920476,0.0099840202287271029;0.00087015031546074496,False,11,False
dec_prop,NumberPartitioning,X,8,exp_over_power,6889.965430666096,0.99999999999999589;0.75571968698429737;2.7933951717064424e-14,0.048630937255421045;0.016518367523651097;0.084090614240671047,False,11,False
dec_prop,NumberPartitioning,X,8,exp_decay,6889.965431907483,0.99999999999999989;0.7557202905703958,0.025885953912544318;0.0041692945348257475,False,11,False
dec_prop,NumberPartitioning,X,8,power_law,15494.051567379856,0.99999999999999989;3.5053981727624035,0.085601506590957777;0.039808967698453102,False,11,False
dec_prop,SK,Grover,4,stretched_exp,44.974197272704764,0.99999999999999989;0.2655156670138788;1.5364882342825161,0.062357448164068262;0.026534048085830372;0.047545506138318538,True,11,False
dec_prop,SK,Grover,4,exp_quadratic,192.92317904195903,0.71627602097718635;0.11294859120246635,0.014183541208244659;0.0015416525282621503,False,11,False
dec_prop,SK,Grover,4,exp_over_power,1786.0409181252296,0.9999999999999919;0.73291469773890694;9.077284140592292e-14,0.073173832319737286;0.028153735850748183;0.14141379021367029,False,11,False
dec_prop,SK,Grover,4,exp_decay,1786.0409186624659,0.99999999999999989;0.73291560524237431,0.039055713151765203;0.0064106971175421955,False,11,False
dec_prop,SK,Grover,4,power_law,4620.088904497522,0.99999999999999989;3.3704549755007629,0.11706089449080499;0.055665185465644286,False,11,False
dec_prop,SK,Grover,6,stretched_exp,36.88810004205881,0.99999999999999989;0.32146900457602107;1.3690154268941446,0.09189716414494406;0.043886312826309878;0.059950624084100082,True,11,False
dec_prop,SK,Grover,6,exp_quadratic,155.80651244149547,0.66282175152410061;0.10346747263456997,0.018291718317788065;0.0026362208140375512,False,11,False
dec_prop,SK,Grover,6,exp_decay,565.7395406154478,0.99999999999999989;0.65372552039232346,0.043215634877411896;0.0076961234928632953,False,11,False
dec_prop,SK,Grover,6,exp_over_power,565.7395407008594,0.99999999999998712;0.65372524437866952;6.6331347379643435e-14,0.084504412178914745;0.036199109288267042;0.18162482704454855,False,11,False
dec_prop,SK,Grover,6,power_law,1934.3346143416875,0.99999999999999989;2.9557965363756806,0.10893977414817355;0.054328839845350377,False,11,False
dec_prop,SK,Grover,8,stretched_exp,24.873652114484425,0.99999999999999989;0.32483316328608058;1.2926050938294542,0.10651864094138834;0.052710299880308023;0.067792706939482722,True,11,False
dec_prop,SK,Grover,8,exp_quadratic,142.78273735394515,0.6166600204864251;0.082520343989155573,0.01848798345469373;0.0023864682766106707,False,11,False
dec_prop,SK,Grover,8,exp_over_power,268.5482015918749,0.99999999999999967;0.57585399891664291;1.9639309274591068e-16,0.087887630938232195;0.038787341759212113;0.19320209389023418,False,11,False
dec_prop,SK,Grover,8,exp_decay,268.5482016490746,0.99999999999999989;0.57585542670688206,0.045257254946909714;0.0082702963266853904,False,11,False
dec_prop,SK,Grover,8,power_law,1163.5287965002135,0.99999999999999989;2.5621565885492892,0.099831313876669506;0.051295048986554077,False,11,False
dec_prop,SK,X,4,stretched_exp,96.31263284985265,0.99999999999999989;0.24468643292912573;1.6627493118598211,0.041825377343603677;0.016914916231206806;0.035400474990976913,True,11,False
dec_prop,SK,X,4,exp_quadratic,306.8331091931928,0.7821770981860251;0.13491161796396511,0.010141468313813719;0.0011077602213696062,False,11,False
dec_prop,SK,X,4,exp_decay,5650.019810659733,0.99999999999999989;0.78825024508636543,0.026569308459124804;0.0045900304532763593,False,11,False
dec_prop,SK,X,4,exp_over_power,5650.019815622454,0.99999999999990796;0.78825790604687285;1.5685021778275097e-13,0.050184439485966702;0.018993989245209723;0.09344671138991012,False,11,False
dec_prop,SK,X,4,power_law,13200.508553782269,0.99999999999999989;3.5631237554721924,0.083774080897092595;0.039898540716688011,False,11,False
dec_prop,SK,X,6,stretched_exp,48.308860398307196,0.99999999999999989;0.24221274666219347;1.6357956292331137,0.062578990337800885;0.025786805955983302;0.052585611679463441,True,11,False
dec_prop,SK,X,6,exp_quadratic,144.7607942394511,0.78710020661735758;0.12744841106405361,0.015737865070411066;0.0018307811126848923,False,11,False
dec_prop,SK,X,6,exp_over_power,2214.0677514090644,0.99999999999999878;0.79682629810827055;2.0316750804266286e-14,0.08259036894145709;0.033616348866180042;0.16758037120403438,False,11,False
dec_prop,SK,X,6,exp_decay,2214.0677528904075,0.99999999999999989;0.79682822879198478,0.044281892000035135;0.0071381372379274661,False,11,False
dec_prop,SK,X,6,power_law,4784.623311742175,0.99999999999999989;3.6720564129241389,0.14135461918462386;0.066494256905580071,False,11,False
dec_prop,SK,X,8,stretched_exp,119.74016098637456,0.99999999999999989;0.26526654495208835;1.5823574350825098,0.056027666190523399;0.024778783590292008;0.046218303756761371,True,11,False
dec_prop,SK,X,8,exp_quadratic,302.1617992666875,0.76179021849189754;0.12781588554276649,0.012165235171894226;0.0014878827309337294,False,11,False
dec_prop,SK,X,8,exp_over_power,2637.6527449749306,0.99999999999988898;0.74946151870392608;3.1552728281246612e-12,0.056936320866838377;0.025690578823342285;0.12139049292907812,False,11,False
dec_prop,SK,X,8,exp_decay,2637.652745239837,0.99999999999999989;0.74946212209541341,0.031965044076021486;0.0056677760364398514,False,11,False
dec_prop,SK,X,8,power_law,6509.493811321693,0.99999999999999989;3.2995605583712333,0.083015058323686997;0.040888073098732089,False,11,False
dec_prop,ThreeSAT,Grover,4,stretched_exp,10.433754696577287,0.99999999999999989;0.21418014290884907;1.5450870857494685,0.097472191329496694;0.036530610333354495;0.074562592709996753,True,11,False
dec_prop,ThreeSAT,Grover,4,exp_quadratic,58.41574448523935,0.74001913525828489;0.086883026102581473,0.027718413621804126;0.0023015137188867776,False,11,False
dec_prop,ThreeSAT,Grover,4,exp_over_power,490.54837447098976,0.99999999999999867;0.6864236379140074;4.2768321733024999e-14,0.16721950732550592;0.060614495750429938;0.32640461739403098,False,11,False
dec_prop,ThreeSAT,Grover,4,exp_decay,490.5483745557391,0.99999999999999989;0.68641982670827062,0.084329236530724536;0.01161441533186776,False,11,False
dec_prop,ThreeSAT,Grover,4,power_law,1112.352605897883,0.99999999999999989;3.2814202762227476,0.26448205064339719;0.12006983702375633,False,11,False
dec_prop,ThreeSAT,Grover,6,stretched_exp,12.039821584472968,0.99999999999999989;0.2274065041564185;1.4924534197339989,0.10753630097649512;0.04110526713202118;0.077168467171081695,True,11,False
dec_prop,ThreeSAT,Grover,6,exp_quadratic,69.12557742869637,0.70545835040559923;0.08123427228228379,0.028557507913915633;0.0022324296826664409,False,11,False
dec_prop,ThreeSAT,Grover,6,exp_decay,351.6849260374183,0.99999999999999989;0.6491935669816834,0.085178833611794874;0.011793087411968274,False,11,False
dec_prop,ThreeSAT,Grover,6,exp_over_power,351.6849261255662,0.99999999999817812;0.6491960378628836;3.3999824738903782e-11,0.16606028252180299;0.05983004801072473;0.3187048807934546,False,11,False
dec_prop,ThreeSAT,Grover,6,power_law,885.3749192936389,0.99999999999999989;3.0435415983899921,0.24449358885790928;0.1114427478447495,False,11,False
dec_prop,ThreeSAT,Grover,8,stretched_exp,8.6702649275804,0.99999999999999989;0.24189346091597072;1.4383944498956247,0.14562996642264758;0.060955384295023937;0.10779472172621893,True,11,False
dec_prop,ThreeSAT,Grover,8,exp_quadratic,42.45980462646558,0.70853129158633921;0.081010784561586932,0.035720204769986559;0.0034105218149434969,False,11,False
dec_prop,ThreeSAT,Grover,8,exp_over_power,176.0341708865915,0.99999999999999978;0.59843904547857396;4.577830177270466e-15,0.18053669830146429;0.069029527054462178;0.36144469886341812,False,11,False
dec_prop,ThreeSAT,Grover,8,exp_decay,176.034170935279,0.99999999999999989;0.59844233473927455,0.091843132457717871;0.014134939970272226,False,11,False
dec_prop,ThreeSAT,Grover,8,power_law,515.7151681992837,0.99999999999999989;2.7689815951399468,0.23560614395871579;0.11222506402522528,False,11,False
dec_prop,ThreeSAT,X,4,stretched_exp,119.12399561459864,0.99999999999999989;0.17571284037977788;2.0142774767946423,0.043932309691287107;0.017927387587482035;0.062018938003575122,True,10,False
dec_prop,ThreeSAT,X,4,exp_quadratic,119.83819855082136,0.99999999999999989;0.17829818493968161,0.010635116346836816;0.0018448307040105423,False,10,False
dec_prop,ThreeSAT,X,4,exp_decay,16212.282038046915,0.99999999999999989;0.87701434081655572,0.0209469452564214;0.0039058819114015713,False,10,False
dec_prop,ThreeSAT,X,4,exp_over_power,16212.28204036945,0.99999999999999989;0.87701472444843986;2.6908245287990154e-16,0.041346592103636635;0.023991355594216585;0.11173241498954592,False,10,False
dec_prop,ThreeSAT,X,4,power_law,27188.958651376473,0.99999999999999989;3.7756083563161345,0.0560178540403714;0.028920435180808939,False,10,False
dec_prop,ThreeSAT,X,6,stretched_exp,103.18043605874374,0.99999999999999989;0.19294436387488018;1.9241198548485476,0.055586324467214357;0.022228514055451169;0.065845698873530673,True,10,False
dec_prop,ThreeSAT,X,6,exp_quadratic,114.23807116432818,0.99757694514452411;0.17651426452589497,0.015829232095813807;0.002299393147294374,False,10,False
dec_prop,ThreeSAT,X,6,exp_decay,5648.758521376136,0.99999999999999989;0.89502281495517266,0.037204530799443809;0.0066395333531446355,False,10,False
dec_prop,ThreeSAT,X,6,exp_over_power,5648.7585320902,0.99999999999999989;0.8950174181085333;4.1000678892650482e-15,0.067057946721294809;0.035476222492349656;0.16315846087298169,False,10,False
dec_prop,ThreeSAT,X,6,power_law,9600.664423669832,0.99999999999999989;3.8379743410720057,0.10229192655321512;0.051230350891877469,False,10,False
dec_prop,ThreeSAT,X,8,stretched_exp,154.93617624276047,0.99999999999999989;0.1879900297281151;1.960474508841118,0.048914824249489924;0.02013787759304848;0.064534229002786284,True,11,False
dec_prop,ThreeSAT,X,8,exp_quadratic,158.68688187011597,0.99999999999999412;0.18014318109400246,0.012997692646899558;0.0020123608597515724,False,11,False
dec_prop,ThreeSAT,X,8,exp_over_power,9324.001522336725,0.99999999999999989;0.85863012632055302;8.3093632926502453e-19,0.047830612984778205;0.02304430875783333;0.11104670738296384,False,11,False
dec_prop,ThreeSAT,X,8,exp_decay,9324.001524159661,0.99999999999999989;0.85862957694630326,0.025049914392068499;0.0045563210331436444,False,11,False
dec_prop,ThreeSAT,X,8,power_law,17184.684802089174,0.99999999999999989;3.843459453037299,0.075603349556743499;0.037357536373675768,False,11,False
inc_prop,MaxClique,Grover,4,stretched_exp,17.02995583094217,0.99999999999999989;0.31891803921517481;1.5234879888890436,0.14078038756485708;0.062668561139172532;0.093241822672727154,True,11,False
inc_prop,MaxClique,Grover,4,exp_quadratic,56.03115457145786,0.70554875486716551;0.13923056359299918,0.030607698525619658;0.0043164734354465975,False,11,False
inc_prop,MaxClique,Grover,4,exp_over_power,480.88563775255267,0.99999999999999989;0.87369652933720021;3.4788226300401312e-16,0.17572515131800545;0.073039974592071691;0.36724990624225307,False,11,False
inc_prop,MaxClique,Grover,4,exp_decay,480.88563788854174,0.99999999999999989;0.87370348918650953,0.092620271734654605;0.014446539406044913,False,11,False
inc_prop,MaxClique,Grover,4,power_law,1073.567166007863,0.99999999999999989;4.0383388432666711,0.32547530763862853;0.15025585812047001,False,11,False
inc_prop,MaxClique,Grover,6,stretched_exp,32.981564832207894,0.99999999999999989;0.31241365452902858;1.4688433169251702,0.1003677954537974;0.043996131734971598;0.064251671554623385,True,11,False
inc_prop,MaxClique,Grover,6,exp_quadratic,130.44206725520834,0.6645384505406462;0.11622028931894295,0.020999733270703591;0.0023864429836495536,False,11,False
inc_prop,MaxClique,Grover,6,exp_over_power,649.4360310295066,0.99999999999999745;0.77561066635406994;4.9270240448577369e-14,0.11803487676109961;0.047493307116183825;0.23591549916528964,False,11,False
inc_prop,MaxClique,Grover,6,exp_decay,649.436031263998,0.99999999999999989;0.77560943330711807,0.063855550907675848;0.010037151745438695,False,11,False
inc_prop,MaxClique,Grover,6,power_law,1701.5255085597785,0.99999999999999989;3.5004816234472451,0.18954933915581187;0.088656622705090379,False,11,False
inc_prop,MaxClique,Grover,8,stretched_exp,34.29029415010485,0.99999999999999989;0.34728299102598081;1.4380022360542417,0.10327747376068834;0.047127061872122282;0.062276047557335568,True,11,False
inc_prop,MaxClique,Grover,8,exp_quadratic,146.58753969469794,0.63083290533006897;0.12344634832650729,0.019560248309555127;0.0025031492020342631,False,11,False
inc_prop,MaxClique,Grover,8,exp_decay,683.1246253311069,0.99999999999999989;0.80091808940149889,0.059059978321325306;0.0096314511444225773,False,11,False
inc_prop,MaxClique,Grover,8,exp_over_power,683.1246255354316,0.99999999999998135;0.8009172633278151;1.3868001461036148e-13,0.10922343253370727;0.043527456534066006;0.21599705072514735,False,11,False
inc_prop,MaxClique,Grover,8,power_law,1930.5724471304732,0.99999999999999989;3.6696084239879148,0.18777686155008891;0.08785105699385673,False,11,False
inc_prop,MaxClique,X,4,stretched_exp,314.0117649564891,0.99999999999999989;0.18629451194946636;2.0137188153323113,0.027651462099700635;0.011140669265633186;0.037002954654174053,True,9,False
inc_prop,MaxClique,X,4,exp_quadratic,315.6194945871121,0.99999999999999989;0.18911986347135565,0.0074237812361712266;0.0011022399881847383,False,9,False
inc_prop,MaxClique,X,4,exp_over_power,28530.576729387907,0.99999999999999989;0.85443673612238125;1.2684153593273969e-16,0.026463733065163451;0.014656977579366948;0.065636278751697405,False,9,False
inc_prop,MaxClique,X,4,exp_decay,28530.576791687225,0.99999999999999989;0.8544313700242423,0.014361575269576852;0.0028951781057449193,False,9,False
inc_prop,MaxClique,X,4,power_law,50385.56482551198,0.99999999999999989;3.5031314516059591,0.034270213463429892;0.018570239974151522,False,9,False
inc_prop,MaxClique,X,6,stretched_exp,202.3742397569617,0.99999999999999989;0.20630692581227669;1.9006087775163809,0.038744746314099347;0.015021356083410138;0.042059007634430025,True,10,False
inc_prop,MaxClique,X,6,exp_quadratic,243.1317055771566,0.9800395282329285;0.18042723600809382,0.011601879712575907;0.0013463155330915983,False,10,False
inc_prop,MaxClique,X,6,exp_decay,9728.460568586404,0.99999999999999989;0.87182040228441815,0.025480600310600027;0.004699540653103804,False,10,False
inc_prop,MaxClique,X,6,exp_over_power,9728.460572315293,0.99999999999999178;0.8718324209263949;1.5151832314691041e-13,0.047421359091905438;0.020178339591050483;0.094873368662997823,False,10,False
