problem,mixer,N,p,mean_q,std_q,n_inst,reps,mean_se_binom_sq,se_inst,se_binom,se_total
MaxCut,X,6,5,0.02201299999999999,0.0037827064091438193,10,100000.0,2.1515549849999987e-07,0.0011961967972611248,0.0004638485728122917,0.0012829817910936117
MaxCut,X,6,6,0.006745999999999951,0.0015565217634199752,10,100000.0,6.698310999999952e-08,0.0004922154000028879,0.00025881095417311747,0.0005561106994115491
MaxCut,X,6,7,0.00198899999999998,0.0006491438806441743,10,100000.0,1.98466462999998e-08,0.0002052773191996081,0.00014087812569735516,0.0002489687210831465
MaxCut,X,6,8,0.00061999999999996,0.0002551687894533843,10,100000.0,6.1955699999996e-09,8.069145624606459e-05,7.871194318526001e-05,0.00011272391543550177
MaxCut,X,6,9,0.00015199999999997,8.599741598183647e-05,10,100000.0,1.5197023999997001e-09,2.719477073915686e-05,3.89833605529295e-05,4.753165214417654e-05
MaxCut,X,6,10,3.1e-05,2.5144029554194817e-05,10,100000.0,3.099847e-10,7.951240294584377e-06,1.760638236549462e-05,1.931856418635252e-05
MaxCut,X,6,11,1e-05,1.825741858350554e-05,10,100000.0,9.999600000000001e-11,5.773502691896258e-06,9.99979999799996e-06,1.1546832177412701e-05
MaxCut,X,6,12,2.0000000000000003e-06,6.324555320336759e-06,10,100000.0,1.99996e-11,2e-06,4.472091233416421e-06,4.898938660567205e-06
MaxCut,X,8,2,0.504787,0.020969063482505178,10,100000.0,2.4958135317e-06,0.006631000100537868,0.0015798143978645086,0.00681659562135185
MaxCut,X,8,3,0.21236899999999997,0.015411469358168875,10,100000.0,1.6705464578999998e-06,0.004873534526170694,0.0012924962119480272,0.005042012022563791
MaxCut,X,8,4,0.08251799999999998,0.009141216549234554,10,100000.0,7.563357401999998e-07,0.0028907064880405913,0.0008696756522980276,0.003018695039284354
MaxCut,X,8,5,0.030435999999999953,0.004928110298188446,10,100000.0,2.948779225999996e-07,0.0015584053102807051,0.0005430266315752843,0.0016503045275678971
MaxCut,X,8,6,0.01091599999999998,0.002439167435371738,10,100000.0,1.0791486359999981e-07,0.0007713324690286246,0.00032850397805810484,0.0008383726148782497
MaxCut,X,8,7,0.0038619999999999705,0.0011392375618027419,10,100000.0,3.845916879999971e-08,0.0003602585491313504,0.00019611009356991217,0.0004101772678028675
