problem,representation,sense,mixer,N,p,instance_seed,angle_seed,reps,tol,sample_from_periods,canonicalize,beta_period,gamma_period,inc_count,dec_count,other_count,inc_prop,dec_prop,inc_se_binom,dec_se_binom
SK,pairwise Ising,maximize -H_SK (equiv. minimize H_SK),Grover,4,10,1,21264328,100000,1.000e-12,true,false,6.2831853071795862,6.2831853071795862,42,18,99940,0.00042000000000000002,0.00018000000000000001,6.4793795999308461e-05,4.2422588322732031e-05
SK,pairwise Ising,maximize -H_SK (equiv. minimize H_SK),Grover,4,11,1,21264328,100000,1.000e-12,true,false,6.2831853071795862,6.2831853071795862,15,6,99979,0.00014999999999999999,6.0000000000000002e-05,3.8726928615628683e-05,2.4494162569885914e-05
SK,pairwise Ising,maximize -H_SK (equiv. minimize H_SK),Grover,4,12,1,21264328,100000,1.000e-12,true,false,6.2831853071795862,6.2831853071795862,5,4,99991,5.0000000000000002e-05,4.0000000000000003e-05,2.2360120751015635e-05,1.9999599995999918e-05
SK,pairwise Ising,maximize -H_SK (equiv. minimize H_SK),X,4,2,2,21264329,100000,1.000e-12,true,false,3.1415926535897931,6.2831853071795862,49107,50893,0,0.49107000000000001,0.50892999999999999,0.001580886634455488,0.001580886634455488
SK,pairwise Ising,maximize -H_SK (equiv. minimize H_SK),X,4,3,2,21264329,100000,1.000e-12,true,false,3.1415926535897931,6.2831853071795862,20610,21724,57666,0.20610000000000001,0.21723999999999999,0.0012791512420351238,0.0013040198710142419
SK,pairwise Ising,maximize -H_SK (equiv. minimize H_SK),X,4,4,2,21264329,100000,1.000e-12,true,false,3.1415926535897931,6.2831853071795862,7677,8000,84323,0.076770000000000005,0.080000000000000002,0.000841881031381513,0.00085790442358108865
SK,pairwise Ising,maximize -H_SK (equiv. minimize H_SK),X,4,5,2,21264329,100000,1.000e-12,true,false,3.1415926535897931,6.2831853071795862,2560,2693,94747,0.025600000000000001,0.026929999999999999,0.00049944609318724282,0.00051190599820670197
SK,pairwise Ising,maximize -H_SK (equiv. minimize H_SK),X,4,6,2,21264329,100000,1.000e-12,true,false,3.1415926535897931,6.2831853071795862,801,899,98300,0.0080099999999999998,0.0089899999999999997,0.00028188366217289006,0.00029848249362399799
SK,pairwise Ising,maximize -H_SK (equiv. minimize H_SK),X,4,7,2,21264329,100000,1.000e-12,true,false,3.1415926535897931,6.2831853071795862,246,287,99467,0.0024599999999999999,0.0028700000000000002,0.00015665083466103843,0.00016916746436593534
SK,pairwise Ising,maximize -H_SK (equiv. minimize H_SK),X,4,8,2,21264329,100000,1.000e-12,true,false,3.1415926535897931,6.2831853071795862,69,82,99849,0.00068999999999999997,0.00081999999999999998,8.3037575831667923e-05,9.0516716688134456e-05
SK,pairwise Ising,maximize -H_SK (equiv. minimize H_SK),X,4,9,2,21264329,100000,1.000e-12,true,false,3.1415926535897931,6.2831853071795862,18,18,99964,0.00018000000000000001,0.00018000000000000001,4.2422588322732031e-05,4.2422588322732031e-05
SK,pairwise Ising,maximize -H_SK (equiv. minimize H_SK),X,4,10,2,21264329,100000,1.000e-12,true,false,3.1415926535897931,6.2831853071795862,4,6,99990,4.0000000000000003e-05,6.0000000000000002e-05,1.9999599995999918e-05,2.4494162569885914e-05
SK,pairwise Ising,maximize -H_SK (equiv. minimize H_SK),X,4,11,2,21264329,100000,1.000e-12,true,false,3.1415926535897931,6.2831853071795862,2,2,99996,2.0000000000000002e-05,2.0000000000000002e-05,1.4141994201667599e-05,1.4141994201667599e-05
SK,pairwise Ising,maximize -H_SK (equiv. minimize H_SK),X,4,12,2,21264329,100000,1.000e-12,true,false,3.1415926535897931,6.2831853071795862,0,1,99999,0,1.0000000000000001e-05,0,9.999949999874999e-06
SK,pairwise Ising,maximize -H_SK (equiv. minimize H_SK),Grover,4,2,2,21264329,100000,1.000e-12,true,false,6.2831853071795862,6.2831853071795862,45389,54611,0,0.45389000000000002,0.54610999999999998,0.0015744010540519845,0.0015744010540519845
SK,pairwise Ising,maximize -H_SK (equiv. minimize H_SK),Grover,4,3,2,21264329,100000,1.000e-12,true,false,6.2831853071795862,6.2831853071795862,19942,26046,54012,0.19941999999999999,0.26046000000000002,0.0012635333933062472,0.0013878781949436341
SK,pairwise Ising,maximize -H_SK (equiv. minimize H_SK),Grover,4,4,2,21264329,100000,1.000e-12,true,false,6.2831853071795862,6.2831853071795862,8822,11240,79938,0.088220000000000007,0.1124,0.00089686805941565338,0.00099883051615376668
SK,pairwise Ising,maximize -H_SK (equiv. minimize H_SK),Grover,4,5,2,21264329,100000,1.000e-12,true,false,6.2831853071795862,6.2831853071795862,3741,4467,91792,0.037409999999999999,0.044670000000000001,0.00060008742613055978,0.00065325792073269188
SK,pairwise Ising,maximize -H_SK (equiv. minimize H_SK),Grover,4,6,2,21264329,100000,1.000e-12,true,false,6.2831853071795862,6.2831853071795862,1405,1799,96796,0.01405,0.017989999999999999,0.00037219077769337595,0.00042031369118790315
SK,pairwise Ising,maximize -H_SK (equiv. minimize H_SK),Grover,4,7,2,21264329,100000,1.000e-12,true,false,6.2831853071795862,6.2831853071795862,525,743,98732,0.0052500000000000003,0.00743,0.00022852653018851007,0.0002715657397390179
SK,pairwise Ising,maximize -H_SK (equiv. minimize H_SK),Grover,4,8,2,21264329,100000,1.000e-12,true,false,6.2831853071795862,6.2831853071795862,181,268,99551,0.00181,0.0026800000000000001,0.0001344144300289221,0.00016348754080968984
SK,pairwise Ising,maximize -H_SK (equiv. minimize H_SK),Grover,4,9,2,21264329,100000,1.000e-12,true,false,6.2831853071795862,6.2831853071795862,63,109,99828,0.00063000000000000003,0.00109,7.9347533042937126e-05,0.00010434614990501565
SK,pairwise Ising,maximize -H_SK (equiv. minimize H_SK),Grover,4,10,2,21264329,100000,1.000e-12,true,false,6.2831853071795862,6.2831853071795862,22,45,99933,0.00022000000000000001,0.00044999999999999999,4.689899785709712e-05,6.7066944167749285e-05
SK,pairwise Ising,maximize -H_SK (equiv. minimize H_SK),Grover,4,11,2,21264329,100000,1.000e-12,true,false,6.2831853071795862,6.2831853071795862,7,21,99972,6.9999999999999994e-05,0.00021000000000000001,2.6456587081481237e-05,4.582094499243768e-05
SK,pairwise Ising,maximize -H_SK (equiv. minimize H_SK),Grover,4,12,2,21264329,100000,1.000e-12,true,false,6.2831853071795862,6.2831853071795862,4,5,99991,4.0000000000000003e-05,5.0000000000000002e-05,1.9999599995999918e-05,2.2360120751015635e-05
SK,pairwise Ising,maximize -H_SK (equiv. minimize H_SK),X,4,2,3,21264330,100000,1.000e-12,true,false,3.1415926535897931,6.2831853071795862,48196,51804,0,0.48196,0.51803999999999994,0.0015801093582407518,0.0015801093582407516
SK,pairwise Ising,maximize -H_SK (equiv. minimize H_SK),X,4,3,3,21264330,100000,1.000e-12,true,false,3.1415926535897931,6.2831853071795862,20719,21154,58127,0.20719000000000001,0.21154000000000001,0.0012816485629844089,0.0012914752355349288
SK,pairwise Ising,maximize -H_SK (equiv. minimize H_SK),X,4,4,3,21264330,100000,1.000e-12,true,false,3.1415926535897931,6.2831853071795862,8091,7507,84402,0.080909999999999996,0.075069999999999998,0.00086234315617392124,0.00083327363512834135
SK,pairwise Ising,maximize -H_SK (equiv. minimize H_SK),X,4,5,3,21264330,100000,1.000e-12,true,false,3.1415926535897931,6.2831853071795862,2813,2507,94680,0.028129999999999999,0.025069999999999999,0.00052286425676268983,0.00049438340485902232
