problem,mixer,N,p,instance_seed,angle_seed,reps,tol,canonicalize,inc_count,dec_count,other_count,inc_prop,dec_prop,inc_se_binom,dec_se_binom
SK,Grover,10,15,11,21260238,100000,1.000e-12,false,13,8,99979,0.00012999999999999999,8.0000000000000007e-05,3.6053169070138622e-05,2.8283139853983683e-05
SK,Grover,10,16,11,21260238,100000,1.000e-12,false,5,6,99989,5.0000000000000002e-05,6.0000000000000002e-05,2.2360120751015635e-05,2.4494162569885914e-05
SK,Grover,10,17,11,21260238,100000,1.000e-12,false,2,5,99993,2.0000000000000002e-05,5.0000000000000002e-05,1.4141994201667599e-05,2.2360120751015635e-05
SK,Grover,10,18,11,21260238,100000,1.000e-12,false,0,3,99997,0,3.0000000000000001e-05,0,1.7320248266119051e-05
SK,Grover,10,19,11,21260238,100000,1.000e-12,false,0,2,99998,0,2.0000000000000002e-05,0,1.4141994201667599e-05
SK,Grover,10,20,11,21260238,100000,1.000e-12,false,0,2,99998,0,2.0000000000000002e-05,0,1.4141994201667599e-05
SK,X,10,2,12,21260239,100000,1.000e-12,false,50472,49528,0,0.50471999999999995,0.49528,0.0015810683780279713,0.0015810683780279715
SK,X,10,3,12,21260239,100000,1.000e-12,false,21631,21375,56994,0.21631,0.21375,0.0013019984020727522,0.0012963831898786717
SK,X,10,4,12,21260239,100000,1.000e-12,false,8401,8561,83038,0.084010000000000001,0.085610000000000006,0.00087722471408413927,0.00088476509820403749
SK,X,10,5,12,21260239,100000,1.000e-12,false,3307,3280,93413,0.033070000000000002,0.032800000000000003,0.00056547656980638901,0.00056324204388521993
SK,X,10,6,12,21260239,100000,1.000e-12,false,1262,1243,97495,0.012619999999999999,0.01243,0.00035299767138042144,0.00035036402640682164
SK,X,10,7,12,21260239,100000,1.000e-12,false,478,476,99046,0.0047800000000000004,0.0047600000000000003,0.00021810895442415931,0.0002176543682079457
SK,X,10,8,12,21260239,100000,1.000e-12,false,209,201,99590,0.0020899999999999998,0.0020100000000000001,0.00014441717003182134,0.00014163191377652144
SK,X,10,9,12,21260239,100000,1.000e-12,false,76,85,99839,0.00076000000000000004,0.00084999999999999995,8.7144844942199531e-05,9.2156253179043692e-05
SK,X,10,10,12,21260239,100000,1.000e-12,false,31,33,99936,0.00031,0.00033,5.5669012924606445e-05,5.7436147154905859e-05
SK,X,10,11,12,21260239,100000,1.000e-12,false,9,14,99977,9.0000000000000006e-05,0.00013999999999999999,2.9998649969623634e-05,3.7413954615891648e-05
SK,X,10,12,12,21260239,100000,1.000e-12,false,1,5,99994,1.0000000000000001e-05,5.0000000000000002e-05,9.999949999874999e-06,2.2360120751015635e-05
SK,X,10,13,12,21260239,100000,1.000e-12,false,0,2,99998,0,2.0000000000000002e-05,0,1.4141994201667599e-05
SK,X,10,14,12,21260239,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,15,12,21260239,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,16,12,21260239,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,17,12,21260239,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,18,12,21260239,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,19,12,21260239,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,20,12,21260239,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,Grover,10,2,12,21260239,100000,1.000e-12,false,51001,48999,0,0.51000999999999996,0.48998999999999998,0.0015808219377905913,0.0015808219377905913
SK,Grover,10,3,12,21260239,100000,1.000e-12,false,24707,24330,50963,0.24707000000000001,0.24329999999999999,0.0013639150087157192,0.0013568533819097773
SK,Grover,10,4,12,21260239,100000,1.000e-12,false,12181,11789,76030,0.12181,0.11788999999999999,0.0010342742571484607,0.0010197644232860842
SK,Grover,10,5,12,21260239,100000,1.000e-12,false,5960,5798,88242,0.0596,0.057979999999999997,0.00074865105356233883,0.00073904207999274298
SK,Grover,10,6,12,21260239,100000,1.000e-12,false,2846,3021,94133,0.028459999999999999,0.030210000000000001,0.00052583294305320958,0.00054127031971095557
SK,Grover,10,7,12,21260239,100000,1.000e-12,false,1357,1568,97075,0.01357,0.015679999999999999,0.00036586684873051838,0.00039286304992961607
SK,Grover,10,8,12,21260239,100000,1.000e-12,false,666,760,98574,0.0066600000000000001,0.0076,0.00025720895007755854,0.00027463138932030327
SK,Grover,10,9,12,21260239,100000,1.000e-12,false,342,358,99300,0.0034199999999999999,0.0035799999999999998,0.00018461591480693098,0.00018886989172443551
SK,Grover,10,10,12,21260239,100000,1.000e-12,false,178,167,99655,0.0017799999999999999,0.00167,0.0001332978469443524,0.00012912052896422009
SK,Grover,10,11,12,21260239,100000,1.000e-12,false,93,89,99818,0.00093000000000000005,0.00088999999999999995,9.639165420304809e-05,9.4297820759548835e-05
SK,Grover,10,12,12,21260239,100000,1.000e-12,false,55,43,99902,0.00055000000000000003,0.00042999999999999999,7.4141587520095624e-05,6.5560285234278839e-05
SK,Grover,10,13,12,21260239,100000,1.000e-12,false,27,19,99954,0.00027,0.00019000000000000001,5.1954508947732345e-05,4.3584848284696367e-05
SK,Grover,10,14,12,21260239,100000,1.000e-12,false,19,9,99972,0.00019000000000000001,9.0000000000000006e-05,4.3584848284696367e-05,2.9998649969623634e-05
SK,Grover,10,15,12,21260239,100000,1.000e-12,false,11,6,99983,0.00011,6.0000000000000002e-05,3.3164423709752596e-05,2.4494162569885914e-05
SK,Grover,10,16,12,21260239,100000,1.000e-12,false,6,2,99992,6.0000000000000002e-05,2.0000000000000002e-05,2.4494162569885914e-05,1.4141994201667599e-05
SK,Grover,10,17,12,21260239,100000,1.000e-12,false,3,1,99996,3.0000000000000001e-05,1.0000000000000001e-05,1.7320248266119051e-05,9.999949999874999e-06
SK,Grover,10,18,12,21260239,100000,1.000e-12,false,2,0,99998,2.0000000000000002e-05,0,1.4141994201667599e-05,0
SK,Grover,10,19,12,21260239,100000,1.000e-12,false,2,0,99998,2.0000000000000002e-05,0,1.4141994201667599e-05,0
SK,Grover,10,20,12,21260239,100000,1.000e-12,false,2,0,99998,2.0000000000000002e-05,0,1.4141994201667599e-05,0
SK,X,10,2,13,21260240,100000,1.000e-12,false,48279,51721,0,0.48279,0.51720999999999995,0.001580201936146137,0.001580201936146137
SK,X,10,3,13,21260240,100000,1.000e-12,false,21185,23403,55412,0.21185000000000001,0.23402999999999999,0.001292167084784317,0.0013388799763234941
SK,X,10,4,13,21260240,100000,1.000e-12,false,8540,9636,81824,0.085400000000000004,0.096360000000000001,0.00088378074203956263,0.00093313852347869553
SK,X,10,5,13,21260240,100000,1.000e-12,false,3318,3809,92873,0.033180000000000001,0.038089999999999999,0.00056638403579197037,0.00060530283247313486
SK,X,10,6,13,21260240,100000,1.000e-12,false,1332,1485,97183,0.01332,0.01485,0.00036252693141337791,0.00038248499970587081
SK,X,10,7,13,21260240,100000,1.000e-12,false,508,638,98854,0.0050800000000000003,0.0063800000000000003,0.00022481533755506987,0.00025177957820283998
SK,X,10,8,13,21260240,100000,1.000e-12,false,204,264,99532,0.0020400000000000001,0.00264,0.00014268280905561118,0.0001622661517384325
SK,X,10,9,13,21260240,100000,1.000e-12,false,87,103,99810,0.00087000000000000001,0.0010300000000000001,9.3233207603299792e-05,0.00010143663539372746
SK,X,10,10,13,21260240,100000,1.000e-12,false,42,40,99918,0.00042000000000000002,0.00040000000000000002,6.4793795999308461e-05,6.3232902827562812e-05
SK,X,10,11,13,21260240,100000,1.000e-12,false,15,22,99963,0.00014999999999999999,0.00022000000000000001,3.8726928615628683e-05,4.689899785709712e-05
SK,X,10,12,13,21260240,100000,1.000e-12,false,7,5,99988,6.9999999999999994e-05,5.0000000000000002e-05,2.6456587081481237e-05,2.2360120751015635e-05
SK,X,10,13,13,21260240,100000,1.000e-12,false,1,2,99997,1.0000000000000001e-05,2.0000000000000002e-05,9.999949999874999e-06,1.4141994201667599e-05
SK,X,10,14,13,21260240,100000,1.000e-12,false,1,0,99999,1.0000000000000001e-05,0,9.999949999874999e-06,0
SK,X,10,15,13,21260240,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,16,13,21260240,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,17,13,21260240,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,18,13,21260240,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,19,13,21260240,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,20,13,21260240,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,Grover,10,2,13,21260240,100000,1.000e-12,false,59024,40976,0,0.59023999999999999,0.40976000000000001,0.0015551744030815322,0.0015551744030815322
SK,Grover,10,3,13,21260240,100000,1.000e-12,false,33158,17428,49414,0.33157999999999999,0.17427999999999999,0.0014887400834262506,0.0011996102767149004
SK,Grover,10,4,13,21260240,100000,1.000e-12,false,17512,8047,74441,0.17512,0.08047,0.0012018859579843672,0.00086020101778595912
SK,Grover,10,5,13,21260240,100000,1.000e-12,false,8592,3979,87429,0.085919999999999996,0.039789999999999999,0.00088621528761356847,0.00061811613714576321
SK,Grover,10,6,13,21260240,100000,1.000e-12,false,4011,2131,93858,0.04011,0.021309999999999999,0.00062049325459669579,0.00045668242685700089
SK,Grover,10,7,13,21260240,100000,1.000e-12,false,1811,1056,97133,0.018110000000000001,0.01056,0.00042168741859344107,0.0003232411854946705
SK,Grover,10,8,13,21260240,100000,1.000e-12,false,858,555,98587,0.0085800000000000008,0.0055500000000000002,0.00029165705203200557,0.00023492972353450722
SK,Grover,10,9,13,21260240,100000,1.000e-12,false,428,271,99301,0.00428,0.0027100000000000002,0.00020643840727926574,0.00016439756385056318
SK,Grover,10,10,13,21260240,100000,1.000e-12,false,206,142,99652,0.0020600000000000002,0.00142,0.00014337909192068418,0.00011907911655701852
SK,Grover,10,11,13,21260240,100000,1.000e-12,false,111,76,99813,0.0011100000000000001,0.00076000000000000004,0.00010529804841496352,8.7144844942199531e-05
SK,Grover,10,12,13,21260240,100000,1.000e-12,false,55,38,99907,0.00055000000000000003,0.00038000000000000002,7.4141587520095624e-05,6.1632426530195937e-05
SK,Grover,10,13,13,21260240,100000,1.000e-12,false,26,25,99949,0.00025999999999999998,0.00025000000000000001,5.0983565979637007e-05,4.9993749609326164e-05
SK,Grover,10,14,13,21260240,100000,1.000e-12,false,14,13,99973,0.00013999999999999999,0.00012999999999999999,3.7413954615891648e-05,3.6053169070138622e-05
SK,Grover,10,15,13,21260240,100000,1.000e-12,false,7,10,99983,6.9999999999999994e-05,0.0001,2.6456587081481237e-05,3.1621195423323263e-05
SK,Grover,10,16,13,21260240,100000,1.000e-12,false,3,5,99992,3.0000000000000001e-05,5.0000000000000002e-05,1.7320248266119051e-05,2.2360120751015635e-05
SK,Grover,10,17,13,21260240,100000,1.000e-12,false,2,3,99995,2.0000000000000002e-05,3.0000000000000001e-05,1.4141994201667599e-05,1.7320248266119051e-05
SK,Grover,10,18,13,21260240,100000,1.000e-12,false,1,1,99998,1.0000000000000001e-05,1.0000000000000001e-05,9.999949999874999e-06,9.999949999874999e-06
SK,Grover,10,19,13,21260240,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,Grover,10,20,13,21260240,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,2,14,21260241,100000,1.000e-12,false,48807,51193,0,0.48807,0.51193,0.001580688695157905,0.001580688695157905
SK,X,10,3,14,21260241,100000,1.000e-12,false,21384,21743,56873,0.21384,0.21743000000000001,0.0012965818693780968,0.0013044316582328107
SK,X,10,4,14,21260241,100000,1.000e-12,false,8635,8373,82992,0.086349999999999996,0.083729999999999999,0.00088822112956177756,0.00087589546807824046
SK,X,10,5,14,21260241,100000,1.000e-12,false,3277,3192,93531,0.032770000000000001,0.031919999999999997,0.00056299313583737414,0.00055588770088930734
SK,X,10,6,14,21260241,100000,1.000e-12,false,1212,1213,97575,0.012120000000000001,0.01213,0.00034602175654140592,0.00034616272329642895
SK,X,10,7,14,21260241,100000,1.000e-12,false,472,444,99084,0.0047200000000000002,0.0044400000000000004,0.0002167422801393397,0.00021024477163534888
SK,X,10,8,14,21260241,100000,1.000e-12,false,194,188,99618,0.0019400000000000001,0.0018799999999999999,0.00013914871181581236,0.00013698414506796032
SK,X,10,9,14,21260241,100000,1.000e-12,false,82,82,99836,0.00081999999999999998,0.00081999999999999998,9.0516716688134456e-05,9.0516716688134456e-05
SK,X,10,10,14,21260241,100000,1.000e-12,false,42,37,99921,0.00042000000000000002,0.00036999999999999999,6.4793795999308461e-05,6.0816371151195791e-05
SK,X,10,11,14,21260241,100000,1.000e-12,false,21,14,99965,0.00021000000000000001,0.00013999999999999999,4.582094499243768e-05,3.7413954615891648e-05
SK,X,10,12,14,21260241,100000,1.000e-12,false,8,3,99989,8.0000000000000007e-05,3.0000000000000001e-05,2.8283139853983683e-05,1.7320248266119051e-05
SK,X,10,13,14,21260241,100000,1.000e-12,false,3,3,99994,3.0000000000000001e-05,3.0000000000000001e-05,1.7320248266119051e-05,1.7320248266119051e-05
SK,X,10,14,14,21260241,100000,1.000e-12,false,2,1,99997,2.0000000000000002e-05,1.0000000000000001e-05,1.4141994201667599e-05,9.999949999874999e-06
SK,X,10,15,14,21260241,100000,1.000e-12,false,1,0,99999,1.0000000000000001e-05,0,9.999949999874999e-06,0
SK,X,10,16,14,21260241,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,17,14,21260241,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,18,14,21260241,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,19,14,21260241,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,20,14,21260241,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,Grover,10,2,14,21260241,100000,1.000e-12,false,51107,48893,0,0.51107000000000002,0.48892999999999998,0.0015807512615841875,0.0015807512615841875
SK,Grover,10,3,14,21260241,100000,1.000e-12,false,26062,23269,50669,0.26062000000000002,0.23269000000000001,0.0013881542263019626,0.0013362086809327351
SK,Grover,10,4,14,21260241,100000,1.000e-12,false,13164,11182,75654,0.13164000000000001,0.11182,0.0010691628051891816,0.00099657557465552995
SK,Grover,10,5,14,21260241,100000,1.000e-12,false,6426,5567,88007,0.064259999999999998,0.055669999999999997,0.00077543956824500514,0.00072505759150566789
SK,Grover,10,6,14,21260241,100000,1.000e-12,false,3122,2889,93989,0.031220000000000001,0.028889999999999999,0.00054995737653021804,0.00052967318131089103
SK,Grover,10,7,14,21260241,100000,1.000e-12,false,1495,1505,97000,0.01495,0.015049999999999999,0.00038375118892323967,0.0003850129543275135
SK,Grover,10,8,14,21260241,100000,1.000e-12,false,702,801,98497,0.0070200000000000002,0.0080099999999999998,0.00026402120369394574,0.00028188366217289006
SK,Grover,10,9,14,21260241,100000,1.000e-12,false,320,395,99285,0.0032000000000000002,0.0039500000000000004,0.00017859899215841058,0.00019835315727257787
SK,Grover,10,10,14,21260241,100000,1.000e-12,false,152,206,99642,0.0015200000000000001,0.0020600000000000002,0.0001231945453337931,0.00014337909192068418
SK,Grover,10,11,14,21260241,100000,1.000e-12,false,78,111,99811,0.00077999999999999999,0.0011100000000000001,8.8283158076724922e-05,0.00010529804841496352
SK,Grover,10,12,14,21260241,100000,1.000e-12,false,35,63,99902,0.00035,0.00063000000000000003,5.9150443785317456e-05,7.9347533042937126e-05
SK,Grover,10,13,14,21260241,100000,1.000e-12,false,17,33,99950,0.00017000000000000001,0.00033,4.122755146743498e-05,5.7436147154905859e-05
SK,Grover,10,14,14,21260241,100000,1.000e-12,false,8,15,99977,8.0000000000000007e-05,0.00014999999999999999,2.8283139853983683e-05,3.8726928615628683e-05
SK,Grover,10,15,14,21260241,100000,1.000e-12,false,5,11,99984,5.0000000000000002e-05,0.00011,2.2360120751015635e-05,3.3164423709752596e-05
SK,Grover,10,16,14,21260241,100000,1.000e-12,false,2,6,99992,2.0000000000000002e-05,6.0000000000000002e-05,1.4141994201667599e-05,2.4494162569885914e-05
SK,Grover,10,17,14,21260241,100000,1.000e-12,false,2,4,99994,2.0000000000000002e-05,4.0000000000000003e-05,1.4141994201667599e-05,1.9999599995999918e-05
SK,Grover,10,18,14,21260241,100000,1.000e-12,false,0,4,99996,0,4.0000000000000003e-05,0,1.9999599995999918e-05
SK,Grover,10,19,14,21260241,100000,1.000e-12,false,0,3,99997,0,3.0000000000000001e-05,0,1.7320248266119051e-05
SK,Grover,10,20,14,21260241,100000,1.000e-12,false,0,2,99998,0,2.0000000000000002e-05,0,1.4141994201667599e-05
SK,X,10,2,15,21260242,100000,1.000e-12,false,51363,48637,0,0.51363000000000003,0.48637000000000002,0.0015805512427631064,0.0015805512427631064
SK,X,10,3,15,21260242,100000,1.000e-12,false,22960,20555,56485,0.2296,0.20555000000000001,0.0013299768419036476,0.0012778857441101688
SK,X,10,4,15,21260242,100000,1.000e-12,false,9240,7950,82810,0.092399999999999996,0.079500000000000001,0.00091576328819187769,0.00085545163510276846
SK,X,10,5,15,21260242,100000,1.000e-12,false,3468,3094,93438,0.034680000000000002,0.030939999999999999,0.00057859569303616491,0.00054756475781408726
SK,X,10,6,15,21260242,100000,1.000e-12,false,1290,1209,97501,0.0129,0.01209,0.00035684156148072215,0.00034559849392032946
SK,X,10,7,15,21260242,100000,1.000e-12,false,484,499,99017,0.0048399999999999997,0.0049899999999999996,0.00021946695423229439,0.00022282504123190462
SK,X,10,8,15,21260242,100000,1.000e-12,false,207,224,99569,0.0020699999999999998,0.0022399999999999998,0.00014372595798950165,0.00014949857524404706
SK,X,10,9,15,21260242,100000,1.000e-12,false,82,81,99837,0.00081999999999999998,0.00080999999999999996,9.0516716688134456e-05,8.9963542615884129e-05
SK,X,10,10,15,21260242,100000,1.000e-12,false,33,39,99928,0.00033,0.00038999999999999999,5.7436147154905859e-05,6.2437801050325273e-05
SK,X,10,11,15,21260242,100000,1.000e-12,false,16,9,99975,0.00016000000000000001,9.0000000000000006e-05,3.9996799871989764e-05,2.9998649969623634e-05
SK,X,10,12,15,21260242,100000,1.000e-12,false,6,2,99992,6.0000000000000002e-05,2.0000000000000002e-05,2.4494162569885914e-05,1.4141994201667599e-05
SK,X,10,13,15,21260242,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,14,15,21260242,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,15,15,21260242,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,16,15,21260242,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,17,15,21260242,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,18,15,21260242,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,19,15,21260242,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,20,15,21260242,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,Grover,10,2,15,21260242,100000,1.000e-12,false,45014,54986,0,0.45013999999999998,0.54986000000000002,0.0015732577042557269,0.0015732577042557269
SK,Grover,10,3,15,21260242,100000,1.000e-12,false,19173,30923,49904,0.19173000000000001,0.30923,0.0012448678929910595,0.0014615293602935249
SK,Grover,10,4,15,21260242,100000,1.000e-12,false,8723,16453,74824,0.087230000000000002,0.16453000000000001,0.0008923055928324108,0.0011724328513821164
SK,Grover,10,5,15,21260242,100000,1.000e-12,false,4162,8317,87521,0.041619999999999997,0.083169999999999994,0.00063156769708401007,0.00087322821243933715
SK,Grover,10,6,15,21260242,100000,1.000e-12,false,2034,4168,93798,0.02034,0.041680000000000002,0.00044638866921103634,0.00063200298733471192
SK,Grover,10,7,15,21260242,100000,1.000e-12,false,978,2065,96957,0.0097800000000000005,0.020650000000000002,0.00031119690872500645,0.00044970632083616522
SK,Grover,10,8,15,21260242,100000,1.000e-12,false,457,1058,98485,0.0045700000000000003,0.010580000000000001,0.00021328654669247192,0.00032354387028655021
SK,Grover,10,9,15,21260242,100000,1.000e-12,false,223,563,99214,0.0022300000000000002,0.0056299999999999996,0.00014916524729306085,0.00023660733505113487
SK,Grover,10,10,15,21260242,100000,1.000e-12,false,116,301,99583,0.00116,0.0030100000000000001,0.00010764081010471818,0.00017323221120796211
SK,Grover,10,11,15,21260242,100000,1.000e-12,false,54,159,99787,0.00054000000000000001,0.0015900000000000001,7.3464848737338318e-05,0.00012599491656412176
SK,Grover,10,12,15,21260242,100000,1.000e-12,false,29,85,99886,0.00029,0.00084999999999999995,5.3843839016177145e-05,9.2156253179043692e-05
SK,Grover,10,13,15,21260242,100000,1.000e-12,false,14,46,99940,0.00013999999999999999,0.00046000000000000001,3.7413954615891648e-05,6.7807698677952499e-05
SK,Grover,10,14,15,21260242,100000,1.000e-12,false,8,25,99967,8.0000000000000007e-05,0.00025000000000000001,2.8283139853983683e-05,4.9993749609326164e-05
SK,Grover,10,15,15,21260242,100000,1.000e-12,false,6,16,99978,6.0000000000000002e-05,0.00016000000000000001,2.4494162569885914e-05,3.9996799871989764e-05
SK,Grover,10,16,15,21260242,100000,1.000e-12,false,3,8,99989,3.0000000000000001e-05,8.0000000000000007e-05,1.7320248266119051e-05,2.8283139853983683e-05
SK,Grover,10,17,15,21260242,100000,1.000e-12,false,1,5,99994,1.0000000000000001e-05,5.0000000000000002e-05,9.999949999874999e-06,2.2360120751015635e-05
SK,Grover,10,18,15,21260242,100000,1.000e-12,false,0,1,99999,0,1.0000000000000001e-05,0,9.999949999874999e-06
SK,Grover,10,19,15,21260242,100000,1.000e-12,false,0,1,99999,0,1.0000000000000001e-05,0,9.999949999874999e-06
SK,Grover,10,20,15,21260242,100000,1.000e-12,false,0,1,99999,0,1.0000000000000001e-05,0,9.999949999874999e-06
SK,X,10,2,16,21260243,100000,1.000e-12,false,49788,50212,0,0.49787999999999999,0.50212000000000001,0.0015811246174795963,0.0015811246174795963
SK,X,10,3,16,21260243,100000,1.000e-12,false,22180,20910,56910,0.2218,0.20910000000000001,0.0013137913076284224,0.0012859906298258942
SK,X,10,4,16,21260243,100000,1.000e-12,false,8986,8125,82889,0.089859999999999995,0.081250000000000003,0.00090435159313178627,0.00086399327254325301
SK,X,10,5,16,21260243,100000,1.000e-12,false,3492,2989,93519,0.03492,0.02989,0.00058052212360942801,0.00053848479922835341
SK,X,10,6,16,21260243,100000,1.000e-12,false,1363,1087,97550,0.01363,0.010869999999999999,0.00036666364832091007,0.00032790003202195632
SK,X,10,7,16,21260243,100000,1.000e-12,false,529,406,99065,0.0052900000000000004,0.0040600000000000002,0.00022939084332204718,0.00020108496711589358
SK,X,10,8,16,21260243,100000,1.000e-12,false,198,164,99638,0.00198,0.00164,0.00014057309842213767,0.0001279574304212147
SK,X,10,9,16,21260243,100000,1.000e-12,false,86,64,99850,0.00085999999999999998,0.00064000000000000005,9.2696299818277527e-05,7.9974395902688756e-05
SK,X,10,10,16,21260243,100000,1.000e-12,false,35,23,99942,0.00035,0.00023000000000000001,5.9150443785317456e-05,4.7952799709714551e-05
SK,X,10,11,16,21260243,100000,1.000e-12,false,14,9,99977,0.00013999999999999999,9.0000000000000006e-05,3.7413954615891648e-05,2.9998649969623634e-05
SK,X,10,12,16,21260243,100000,1.000e-12,false,9,3,99988,9.0000000000000006e-05,3.0000000000000001e-05,2.9998649969623634e-05,1.7320248266119051e-05
SK,X,10,13,16,21260243,100000,1.000e-12,false,3,0,99997,3.0000000000000001e-05,0,1.7320248266119051e-05,0
SK,X,10,14,16,21260243,100000,1.000e-12,false,1,0,99999,1.0000000000000001e-05,0,9.999949999874999e-06,0
SK,X,10,15,16,21260243,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,16,16,21260243,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,17,16,21260243,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,18,16,21260243,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,19,16,21260243,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,20,16,21260243,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,Grover,10,2,16,21260243,100000,1.000e-12,false,50550,49450,0,0.50549999999999995,0.4945,0.0015810431682911127,0.0015810431682911129
SK,Grover,10,3,16,21260243,100000,1.000e-12,false,27417,22084,50499,0.27417000000000002,0.22084000000000001,0.0014106764728313858,0.0013117533853586963
SK,Grover,10,4,16,21260243,100000,1.000e-12,false,14744,9820,75436,0.14743999999999999,0.098199999999999996,0.0011211665638967299,0.00094104601375278132
SK,Grover,10,5,16,21260243,100000,1.000e-12,false,7402,4747,87851,0.074020000000000002,0.047469999999999998,0.00082789516002933607,0.00067243288958824729
SK,Grover,10,6,16,21260243,100000,1.000e-12,false,3416,2536,94048,0.034160000000000003,0.025360000000000001,0.00057439615597599549,0.00049716064204641144
SK,Grover,10,7,16,21260243,100000,1.000e-12,false,1505,1357,97138,0.015049999999999999,0.01357,0.0003850129543275135,0.00036586684873051838
SK,Grover,10,8,16,21260243,100000,1.000e-12,false,621,753,98626,0.0062100000000000002,0.0075300000000000002,0.00024842374886471704,0.00027337335459038433
SK,Grover,10,9,16,21260243,100000,1.000e-12,false,275,439,99286,0.0027499999999999998,0.0043899999999999998,0.00016560306458517004,0.00020906285896830166
SK,Grover,10,10,16,21260243,100000,1.000e-12,false,113,242,99645,0.0011299999999999999,0.0024199999999999998,0.0001062413808268699,0.00015537514601763049
SK,Grover,10,11,16,21260243,100000,1.000e-12,false,45,132,99823,0.00044999999999999999,0.00132,6.7066944167749285e-05,0.00011481539966398236
SK,Grover,10,12,16,21260243,100000,1.000e-12,false,20,71,99909,0.00020000000000000001,0.00071000000000000002,4.4716887190411634e-05,8.4231579588655471e-05
SK,Grover,10,13,16,21260243,100000,1.000e-12,false,7,32,99961,6.9999999999999994e-05,0.00032000000000000003,2.6456587081481237e-05,5.6559490803931397e-05
SK,Grover,10,14,16,21260243,100000,1.000e-12,false,3,14,99983,3.0000000000000001e-05,0.00013999999999999999,1.7320248266119051e-05,3.7413954615891648e-05
SK,Grover,10,15,16,21260243,100000,1.000e-12,false,2,9,99989,2.0000000000000002e-05,9.0000000000000006e-05,1.4141994201667599e-05,2.9998649969623634e-05
SK,Grover,10,16,16,21260243,100000,1.000e-12,false,2,7,99991,2.0000000000000002e-05,6.9999999999999994e-05,1.4141994201667599e-05,2.6456587081481237e-05
SK,Grover,10,17,16,21260243,100000,1.000e-12,false,1,4,99995,1.0000000000000001e-05,4.0000000000000003e-05,9.999949999874999e-06,1.9999599995999918e-05
SK,Grover,10,18,16,21260243,100000,1.000e-12,false,1,4,99995,1.0000000000000001e-05,4.0000000000000003e-05,9.999949999874999e-06,1.9999599995999918e-05
SK,Grover,10,19,16,21260243,100000,1.000e-12,false,0,3,99997,0,3.0000000000000001e-05,0,1.7320248266119051e-05
SK,Grover,10,20,16,21260243,100000,1.000e-12,false,0,1,99999,0,1.0000000000000001e-05,0,9.999949999874999e-06
SK,X,10,2,17,21260244,100000,1.000e-12,false,48494,51506,0,0.48493999999999998,0.51505999999999996,0.0015804214513856739,0.0015804214513856739
SK,X,10,3,17,21260244,100000,1.000e-12,false,20128,23220,56652,0.20127999999999999,0.23219999999999999,0.0012679367555205581,0.0013352271716827815
SK,X,10,4,17,21260244,100000,1.000e-12,false,7769,9359,82872,0.077689999999999995,0.093590000000000007,0.00084648841634129873,0.00092103698025649335
SK,X,10,5,17,21260244,100000,1.000e-12,false,3000,3570,93430,0.029999999999999999,0.035700000000000003,0.00053944415837044711,0.00058673256258707856
SK,X,10,6,17,21260244,100000,1.000e-12,false,1163,1344,97493,0.01163,0.013440000000000001,0.00033903898153457221,0.00036413412913375751
