problem,mixer,N,p,instance_seed,angle_seed,reps,tol,canonicalize,inc_count,dec_count,other_count,inc_prop,dec_prop,inc_se_binom,dec_se_binom
SK,X,10,8,2,21260229,100000,1.000e-12,false,188,274,99538,0.0018799999999999999,0.0027399999999999998,0.00013698414506796032,0.000165302522666776
SK,X,10,9,2,21260229,100000,1.000e-12,false,71,130,99799,0.00071000000000000002,0.0012999999999999999,8.4231579588655471e-05,0.00011394340700540773
SK,X,10,10,2,21260229,100000,1.000e-12,false,33,51,99916,0.00033,0.00051000000000000004,5.7436147154905859e-05,7.1396071320486537e-05
SK,X,10,11,2,21260229,100000,1.000e-12,false,15,19,99966,0.00014999999999999999,0.00019000000000000001,3.8726928615628683e-05,4.3584848284696367e-05
SK,X,10,12,2,21260229,100000,1.000e-12,false,7,7,99986,6.9999999999999994e-05,6.9999999999999994e-05,2.6456587081481237e-05,2.6456587081481237e-05
SK,X,10,13,2,21260229,100000,1.000e-12,false,2,2,99996,2.0000000000000002e-05,2.0000000000000002e-05,1.4141994201667599e-05,1.4141994201667599e-05
SK,X,10,14,2,21260229,100000,1.000e-12,false,1,0,99999,1.0000000000000001e-05,0,9.999949999874999e-06,0
SK,X,10,15,2,21260229,100000,1.000e-12,false,1,0,99999,1.0000000000000001e-05,0,9.999949999874999e-06,0
SK,X,10,16,2,21260229,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,17,2,21260229,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,18,2,21260229,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,19,2,21260229,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,20,2,21260229,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,Grover,10,2,2,21260229,100000,1.000e-12,false,52988,47012,0,0.52988000000000002,0.47011999999999998,0.0015783129778342445,0.0015783129778342445
SK,Grover,10,3,2,21260229,100000,1.000e-12,false,26066,23623,50311,0.26066,0.23623,0.0013882231967518768,0.0013432251750916523
SK,Grover,10,4,2,21260229,100000,1.000e-12,false,13485,11124,75391,0.13485,0.11124000000000001,0.0010801179449486061,0.00099431213610213977
SK,Grover,10,5,2,21260229,100000,1.000e-12,false,7193,5060,87747,0.071929999999999994,0.050599999999999999,0.00081704391008072502,0.00069310634104731721
SK,Grover,10,6,2,21260229,100000,1.000e-12,false,3865,2291,93844,0.038649999999999997,0.02291,0.00060955867231957258,0.00047312928360015934
SK,Grover,10,7,2,21260229,100000,1.000e-12,false,2094,1046,96860,0.02094,0.010460000000000001,0.00045278600243382083,0.00032172330347676092
SK,Grover,10,8,2,21260229,100000,1.000e-12,false,1136,505,98359,0.01136,0.0050499999999999998,0.00033512610163936797,0.00022415390917849279
SK,Grover,10,9,2,21260229,100000,1.000e-12,false,626,221,99153,0.0062599999999999999,0.0022100000000000002,0.00024941556487116033,0.00014849632655389156
SK,Grover,10,10,2,21260229,100000,1.000e-12,false,350,93,99557,0.0035000000000000001,0.00093000000000000005,0.00018675518734428772,9.639165420304809e-05
SK,Grover,10,11,2,21260229,100000,1.000e-12,false,194,45,99761,0.0019400000000000001,0.00044999999999999999,0.00013914871181581236,6.7066944167749285e-05
SK,Grover,10,12,2,21260229,100000,1.000e-12,false,105,19,99876,0.0010499999999999999,0.00019000000000000001,0.00010241569703907697,4.3584848284696367e-05
SK,Grover,10,13,2,21260229,100000,1.000e-12,false,66,7,99927,0.00066,6.9999999999999994e-05,8.1213570294625024e-05,2.6456587081481237e-05
SK,Grover,10,14,2,21260229,100000,1.000e-12,false,33,2,99965,0.00033,2.0000000000000002e-05,5.7436147154905859e-05,1.4141994201667599e-05
SK,Grover,10,15,2,21260229,100000,1.000e-12,false,15,2,99983,0.00014999999999999999,2.0000000000000002e-05,3.8726928615628683e-05,1.4141994201667599e-05
SK,Grover,10,16,2,21260229,100000,1.000e-12,false,10,1,99989,0.0001,1.0000000000000001e-05,3.1621195423323263e-05,9.999949999874999e-06
SK,Grover,10,17,2,21260229,100000,1.000e-12,false,7,1,99992,6.9999999999999994e-05,1.0000000000000001e-05,2.6456587081481237e-05,9.999949999874999e-06
SK,Grover,10,18,2,21260229,100000,1.000e-12,false,5,0,99995,5.0000000000000002e-05,0,2.2360120751015635e-05,0
SK,Grover,10,19,2,21260229,100000,1.000e-12,false,4,0,99996,4.0000000000000003e-05,0,1.9999599995999918e-05,0
SK,Grover,10,20,2,21260229,100000,1.000e-12,false,2,0,99998,2.0000000000000002e-05,0,1.4141994201667599e-05,0
SK,X,10,2,3,21260230,100000,1.000e-12,false,49909,50091,0,0.49908999999999998,0.50090999999999997,0.0015811362113998908,0.0015811362113998908
SK,X,10,3,3,21260230,100000,1.000e-12,false,22170,21466,56364,0.22170000000000001,0.21465999999999999,0.0013135794989265019,0.0012983877864490255
SK,X,10,4,3,21260230,100000,1.000e-12,false,8930,8315,82755,0.089300000000000004,0.083150000000000002,0.00090180657571343982,0.00087313273618619977
SK,X,10,5,3,21260230,100000,1.000e-12,false,3591,3171,93238,0.035909999999999997,0.031710000000000002,0.00058839163743207637,0.00055411619629821326
SK,X,10,6,3,21260230,100000,1.000e-12,false,1424,1219,97357,0.014239999999999999,0.012189999999999999,0.00037466281374056858,0.00034700726073095357
SK,X,10,7,3,21260230,100000,1.000e-12,false,587,465,98948,0.0058700000000000002,0.0046499999999999996,0.00024156868795437871,0.00021513664262509999
SK,X,10,8,3,21260230,100000,1.000e-12,false,236,188,99576,0.0023600000000000001,0.0018799999999999999,0.00015344153283905894,0.00013698414506796032
SK,X,10,9,3,21260230,100000,1.000e-12,false,91,84,99825,0.00091,0.00084000000000000003,9.5350506029071497e-05,9.1613012176218725e-05
SK,X,10,10,3,21260230,100000,1.000e-12,false,39,38,99923,0.00038999999999999999,0.00038000000000000002,6.2437801050325273e-05,6.1632426530195937e-05
SK,X,10,11,3,21260230,100000,1.000e-12,false,16,11,99973,0.00016000000000000001,0.00011,3.9996799871989764e-05,3.3164423709752596e-05
SK,X,10,12,3,21260230,100000,1.000e-12,false,7,6,99987,6.9999999999999994e-05,6.0000000000000002e-05,2.6456587081481237e-05,2.4494162569885914e-05
SK,X,10,13,3,21260230,100000,1.000e-12,false,3,1,99996,3.0000000000000001e-05,1.0000000000000001e-05,1.7320248266119051e-05,9.999949999874999e-06
SK,X,10,14,3,21260230,100000,1.000e-12,false,1,1,99998,1.0000000000000001e-05,1.0000000000000001e-05,9.999949999874999e-06,9.999949999874999e-06
SK,X,10,15,3,21260230,100000,1.000e-12,false,1,0,99999,1.0000000000000001e-05,0,9.999949999874999e-06,0
SK,X,10,16,3,21260230,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,17,3,21260230,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,18,3,21260230,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,19,3,21260230,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,20,3,21260230,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,Grover,10,2,3,21260230,100000,1.000e-12,false,45584,54416,0,0.45584000000000002,0.54415999999999998,0.001574959981713821,0.001574959981713821
SK,Grover,10,3,3,21260230,100000,1.000e-12,false,20464,28872,50664,0.20463999999999999,0.28871999999999998,0.0012757839566321565,0.0014330413867017239
SK,Grover,10,4,3,21260230,100000,1.000e-12,false,9546,14903,75551,0.095460000000000003,0.14903,0.0009292329546459273,0.0011261441253232198
SK,Grover,10,5,3,21260230,100000,1.000e-12,false,4534,7618,87848,0.045339999999999998,0.076179999999999998,0.00065790792972877292,0.0008389076683402054
SK,Grover,10,6,3,21260230,100000,1.000e-12,false,2107,4087,93806,0.021069999999999998,0.040869999999999997,0.00045415916923475185,0.00062609618350537802
SK,Grover,10,7,3,21260230,100000,1.000e-12,false,885,2263,96852,0.0088500000000000002,0.022630000000000001,0.00029617017912004579,0.00047029653517754094
SK,Grover,10,8,3,21260230,100000,1.000e-12,false,380,1240,98380,0.0038,0.0124,0.00019456515618167605,0.00034994628159190378
SK,Grover,10,9,3,21260230,100000,1.000e-12,false,162,732,99106,0.0016199999999999999,0.0073200000000000001,0.00012717608265707826,0.00026956293513760379
SK,Grover,10,10,3,21260230,100000,1.000e-12,false,70,387,99543,0.00069999999999999999,0.0038700000000000002,8.3636714426141818e-05,0.00019634212742047999
SK,Grover,10,11,3,21260230,100000,1.000e-12,false,35,186,99779,0.00035,0.0018600000000000001,5.9150443785317456e-05,0.00013625492284684616
SK,Grover,10,12,3,21260230,100000,1.000e-12,false,15,100,99885,0.00014999999999999999,0.001,3.8726928615628683e-05,9.9949987493746091e-05
SK,Grover,10,13,3,21260230,100000,1.000e-12,false,10,51,99939,0.0001,0.00051000000000000004,3.1621195423323263e-05,7.1396071320486537e-05
SK,Grover,10,14,3,21260230,100000,1.000e-12,false,6,32,99962,6.0000000000000002e-05,0.00032000000000000003,2.4494162569885914e-05,5.6559490803931397e-05
SK,Grover,10,15,3,21260230,100000,1.000e-12,false,1,17,99982,1.0000000000000001e-05,0.00017000000000000001,9.999949999874999e-06,4.122755146743498e-05
SK,Grover,10,16,3,21260230,100000,1.000e-12,false,1,11,99988,1.0000000000000001e-05,0.00011,9.999949999874999e-06,3.3164423709752596e-05
SK,Grover,10,17,3,21260230,100000,1.000e-12,false,1,8,99991,1.0000000000000001e-05,8.0000000000000007e-05,9.999949999874999e-06,2.8283139853983683e-05
SK,Grover,10,18,3,21260230,100000,1.000e-12,false,1,3,99996,1.0000000000000001e-05,3.0000000000000001e-05,9.999949999874999e-06,1.7320248266119051e-05
SK,Grover,10,19,3,21260230,100000,1.000e-12,false,1,3,99996,1.0000000000000001e-05,3.0000000000000001e-05,9.999949999874999e-06,1.7320248266119051e-05
SK,Grover,10,20,3,21260230,100000,1.000e-12,false,0,3,99997,0,3.0000000000000001e-05,0,1.7320248266119051e-05
SK,X,10,2,4,21260231,100000,1.000e-12,false,49764,50236,0,0.49764000000000003,0.50236000000000003,0.0015811212173644372,0.0015811212173644372
SK,X,10,3,4,21260231,100000,1.000e-12,false,21923,21287,56790,0.21923000000000001,0.21287,0.0013083126808985687,0.0012944356418918633
SK,X,10,4,4,21260231,100000,1.000e-12,false,8692,8300,83008,0.086919999999999997,0.083000000000000004,0.00089086987602006169,0.00087241618508599437
SK,X,10,5,4,21260231,100000,1.000e-12,false,3327,3161,93512,0.033270000000000001,0.031609999999999999,0.00056712526923070525,0.00055327034892536941
SK,X,10,6,4,21260231,100000,1.000e-12,false,1239,1263,97498,0.01239,0.012630000000000001,0.0003498069167412217,0.00035313571187292852
SK,X,10,7,4,21260231,100000,1.000e-12,false,486,514,99000,0.0048599999999999997,0.0051399999999999996,0.00021991772097764201,0.00022613227102737902
SK,X,10,8,4,21260231,100000,1.000e-12,false,197,226,99577,0.00197,0.0022599999999999999,0.00014021836898209876,0.0001501629914459618
SK,X,10,9,4,21260231,100000,1.000e-12,false,81,108,99811,0.00080999999999999996,0.00108,8.9963542615884129e-05,0.00010386691484779935
SK,X,10,10,4,21260231,100000,1.000e-12,false,36,44,99920,0.00036000000000000002,0.00044000000000000002,5.9989199027825001e-05,6.6317901052430784e-05
SK,X,10,11,4,21260231,100000,1.000e-12,false,19,16,99965,0.00019000000000000001,0.00016000000000000001,4.3584848284696367e-05,3.9996799871989764e-05
SK,X,10,12,4,21260231,100000,1.000e-12,false,4,5,99991,4.0000000000000003e-05,5.0000000000000002e-05,1.9999599995999918e-05,2.2360120751015635e-05
SK,X,10,13,4,21260231,100000,1.000e-12,false,0,2,99998,0,2.0000000000000002e-05,0,1.4141994201667599e-05
SK,X,10,14,4,21260231,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,15,4,21260231,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,16,4,21260231,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,17,4,21260231,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,18,4,21260231,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,19,4,21260231,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,20,4,21260231,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,Grover,10,2,4,21260231,100000,1.000e-12,false,47875,52125,0,0.47875000000000001,0.52124999999999999,0.0015797102186793626,0.0015797102186793626
SK,Grover,10,3,4,21260231,100000,1.000e-12,false,24022,25714,50264,0.24021999999999999,0.25713999999999998,0.0013509787252210894,0.001382096307787558
SK,Grover,10,4,4,21260231,100000,1.000e-12,false,11819,12663,75518,0.11819,0.12662999999999999,0.0010208874761696316,0.0010516408279445983
SK,Grover,10,5,4,21260231,100000,1.000e-12,false,5578,6520,87902,0.055780000000000003,0.065199999999999994,0.00072573129738216476,0.00078069814909477008
SK,Grover,10,6,4,21260231,100000,1.000e-12,false,2709,3288,94003,0.027089999999999999,0.03288,0.00051338223479197248,0.00056390518351935722
SK,Grover,10,7,4,21260231,100000,1.000e-12,false,1387,1544,97069,0.01387,0.015440000000000001,0.00036983270677429274,0.00038989237489338004
SK,Grover,10,8,4,21260231,100000,1.000e-12,false,730,725,98545,0.0073000000000000001,0.0072500000000000004,0.00026919713965790947,0.00026828040368241586
SK,Grover,10,9,4,21260231,100000,1.000e-12,false,382,320,99298,0.00382,0.0032000000000000002,0.00019507453959961049,0.00017859899215841058
SK,Grover,10,10,4,21260231,100000,1.000e-12,false,219,133,99648,0.0021900000000000001,0.00133,0.00014782435185043091,0.00011524890888854435
SK,Grover,10,11,4,21260231,100000,1.000e-12,false,119,71,99810,0.0011900000000000001,0.00071000000000000002,0.00010902219498799316,8.4231579588655471e-05
SK,Grover,10,12,4,21260231,100000,1.000e-12,false,61,26,99913,0.00060999999999999997,0.00025999999999999998,7.8078671863704232e-05,5.0983565979637007e-05
SK,Grover,10,13,4,21260231,100000,1.000e-12,false,39,17,99944,0.00038999999999999999,0.00017000000000000001,6.2437801050325273e-05,4.122755146743498e-05
SK,Grover,10,14,4,21260231,100000,1.000e-12,false,23,11,99966,0.00023000000000000001,0.00011,4.7952799709714551e-05,3.3164423709752596e-05
SK,Grover,10,15,4,21260231,100000,1.000e-12,false,18,6,99976,0.00018000000000000001,6.0000000000000002e-05,4.2422588322732031e-05,2.4494162569885914e-05
SK,Grover,10,16,4,21260231,100000,1.000e-12,false,10,3,99987,0.0001,3.0000000000000001e-05,3.1621195423323263e-05,1.7320248266119051e-05
SK,Grover,10,17,4,21260231,100000,1.000e-12,false,6,1,99993,6.0000000000000002e-05,1.0000000000000001e-05,2.4494162569885914e-05,9.999949999874999e-06
SK,Grover,10,18,4,21260231,100000,1.000e-12,false,4,0,99996,4.0000000000000003e-05,0,1.9999599995999918e-05,0
SK,Grover,10,19,4,21260231,100000,1.000e-12,false,2,0,99998,2.0000000000000002e-05,0,1.4141994201667599e-05,0
SK,Grover,10,20,4,21260231,100000,1.000e-12,false,1,0,99999,1.0000000000000001e-05,0,9.999949999874999e-06,0
SK,X,10,2,5,21260232,100000,1.000e-12,false,48895,51105,0,0.48895,0.51105,0.0015807526609182096,0.0015807526609182096
SK,X,10,3,5,21260232,100000,1.000e-12,false,21570,22084,56346,0.2157,0.22084000000000001,0.0013006671749529162,0.0013117533853586963
SK,X,10,4,5,21260232,100000,1.000e-12,false,8587,8718,82695,0.085870000000000002,0.087179999999999994,0.00088598162001251473,0.00089207425475685599
SK,X,10,5,5,21260232,100000,1.000e-12,false,3320,3333,93347,0.0332,0.033329999999999999,0.00056654885049746591,0.00056761880782792954
SK,X,10,6,5,21260232,100000,1.000e-12,false,1344,1312,97344,0.013440000000000001,0.01312,0.00036413412913375751,0.00035983142719890377
SK,X,10,7,5,21260232,100000,1.000e-12,false,570,531,98899,0.0057000000000000002,0.0053099999999999996,0.00023806532716882565,0.00022982175484492323
SK,X,10,8,5,21260232,100000,1.000e-12,false,228,224,99548,0.0022799999999999999,0.0022399999999999998,0.00015082445425062873,0.00014949857524404706
SK,X,10,9,5,21260232,100000,1.000e-12,false,96,74,99830,0.00096000000000000002,0.00073999999999999999,9.7932548215595827e-05,8.5991418176466894e-05
SK,X,10,10,5,21260232,100000,1.000e-12,false,37,37,99926,0.00036999999999999999,0.00036999999999999999,6.0816371151195791e-05,6.0816371151195791e-05
SK,X,10,11,5,21260232,100000,1.000e-12,false,13,12,99975,0.00012999999999999999,0.00012,3.6053169070138622e-05,3.4638937628050894e-05
SK,X,10,12,5,21260232,100000,1.000e-12,false,5,3,99992,5.0000000000000002e-05,3.0000000000000001e-05,2.2360120751015635e-05,1.7320248266119051e-05
SK,X,10,13,5,21260232,100000,1.000e-12,false,2,0,99998,2.0000000000000002e-05,0,1.4141994201667599e-05,0
SK,X,10,14,5,21260232,100000,1.000e-12,false,2,0,99998,2.0000000000000002e-05,0,1.4141994201667599e-05,0
SK,X,10,15,5,21260232,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,16,5,21260232,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,17,5,21260232,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,18,5,21260232,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,19,5,21260232,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,X,10,20,5,21260232,100000,1.000e-12,false,0,0,100000,0,0,0,0
SK,Grover,10,2,5,21260232,100000,1.000e-12,false,52131,47869,0,0.52131000000000005,0.47869,0.0015797021361636503,0.0015797021361636503
SK,Grover,10,3,5,21260232,100000,1.000e-12,false,25666,23833,50501,0.25666,0.23832999999999999,0.0013812517670576932,0.0013473262823087806
SK,Grover,10,4,5,21260232,100000,1.000e-12,false,12501,11778,75721,0.12501000000000001,0.11778,0.0010458608889331316,0.0010193521059967453
SK,Grover,10,5,5,21260232,100000,1.000e-12,false,6344,5656,88000,0.063439999999999996,0.056559999999999999,0.00077081363765828638,0.0007304859095150296
SK,Grover,10,6,5,21260232,100000,1.000e-12,false,3375,2587,94038,0.033750000000000002,0.025870000000000001,0.00057105986989106495,0.00050200341731904575
SK,Grover,10,7,5,21260232,100000,1.000e-12,false,1779,1185,97036,0.01779,0.011849999999999999,0.00041801334787300754,0.00034219259927707377
SK,Grover,10,8,5,21260232,100000,1.000e-12,false,950,533,98517,0.0094999999999999998,0.0053299999999999997,0.00030675315809295262,0.00023025184255505969
SK,Grover,10,9,5,21260232,100000,1.000e-12,false,506,269,99225,0.0050600000000000003,0.0026900000000000001,0.00022437460640634002,0.0001637914497157895
SK,Grover,10,10,5,21260232,100000,1.000e-12,false,257,133,99610,0.0025699999999999998,0.00133,0.00016010606172159753,0.00011524890888854435
SK,Grover,10,11,5,21260232,100000,1.000e-12,false,135,56,99809,0.0013500000000000001,0.00055999999999999995,0.0001161110459861593,7.4812191519831842e-05
SK,Grover,10,12,5,21260232,100000,1.000e-12,false,67,33,99900,0.00067000000000000002,0.00033,8.1826102192393354e-05,5.7436147154905859e-05
SK,Grover,10,13,5,21260232,100000,1.000e-12,false,30,17,99953,0.00029999999999999997,0.00017000000000000001,5.476403929587371e-05,4.122755146743498e-05
SK,Grover,10,14,5,21260232,100000,1.000e-12,false,17,10,99973,0.00017000000000000001,0.0001,4.122755146743498e-05,3.1621195423323263e-05
SK,Grover,10,15,5,21260232,100000,1.000e-12,false,9,5,99986,9.0000000000000006e-05,5.0000000000000002e-05,2.9998649969623634e-05,2.2360120751015635e-05
SK,Grover,10,16,5,21260232,100000,1.000e-12,false,6,3,99991,6.0000000000000002e-05,3.0000000000000001e-05,2.4494162569885914e-05,1.7320248266119051e-05
SK,Grover,10,17,5,21260232,100000,1.000e-12,false,2,0,99998,2.0000000000000002e-05,0,1.4141994201667599e-05,0
SK,Grover,10,18,5,21260232,100000,1.000e-12,false,2,0,99998,2.0000000000000002e-05,0,1.4141994201667599e-05,0
SK,Grover,10,19,5,21260232,100000,1.000e-12,false,1,0,99999,1.0000000000000001e-05,0,9.999949999874999e-06,0
SK,Grover,10,20,5,21260232,100000,1.000e-12,false,1,0,99999,1.0000000000000001e-05,0,9.999949999874999e-06,0
SK,X,10,2,6,21260233,100000,1.000e-12,false,49486,50514,0,0.49486000000000002,0.50514000000000003,0.0015810552817659476,0.0015810552817659476
SK,X,10,3,6,21260233,100000,1.000e-12,false,21644,22739,55617,0.21643999999999999,0.22739000000000001,0.001302281560953698,0.0013254576111668
SK,X,10,4,6,21260233,100000,1.000e-12,false,8707,9391,81902,0.087069999999999995,0.093909999999999993,0.00089156500099544058,0.00092244735296926293
SK,X,10,5,6,21260233,100000,1.000e-12,false,3481,3672,92847,0.034810000000000001,0.036720000000000003,0.00057964009436891099,0.00059474062918216716
SK,X,10,6,6,21260233,100000,1.000e-12,false,1399,1367,97234,0.013990000000000001,0.01367,0.00037140651448244689,0.000367193833009216
SK,X,10,7,6,21260233,100000,1.000e-12,false,575,511,98914,0.0057499999999999999,0.00511,0.00023910118151109167,0.00022547478573002347
SK,X,10,8,6,21260233,100000,1.000e-12,false,243,196,99561,0.0024299999999999999,0.0019599999999999999,0.00015569505772502863,0.00013986273270603575
SK,X,10,9,6,21260233,100000,1.000e-12,false,85,80,99835,0.00084999999999999995,0.00080000000000000004,9.2156253179043692e-05,8.9406934854070462e-05
SK,X,10,10,6,21260233,100000,1.000e-12,false,34,29,99937,0.00034000000000000002,0.00029,5.8299605487515952e-05,5.3843839016177145e-05
